repo_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
open-amt-cloud-toolkit/docs,2,2022,239,6,Organization,Dockerfile,19988,squidfunk/mkdocs-material,squidfunk/mkdocs-material
open-amt-cloud-toolkit/mps,2,2022,792,17,Organization,TypeScript,14425,${BASE},${BASE}
open-amt-cloud-toolkit/sample-web-ui,1,2022,652,12,Organization,TypeScript,9539,nginx:latest,nginx
open-cluster-management/application-ui,1,2021,2194,57,Organization,JavaScript,97225,registry.access.redhat.com/ubi8/nodejs-14:1,registry.access.redhat.com/ubi8/nodejs-14
open-cluster-management/backplane-operator,1,2022,955,17,Organization,Go,1294,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
open-cluster-management/cluster-backup-operator,2,2022,668,11,Organization,Go,8262,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
open-cluster-management/gatekeeper,3,2021,985,27,Organization,Go,93098,$BASEIMAGE,$BASEIMAGE
open-cluster-management/grc-ui,7,2022,665,20,Organization,JavaScript,74492,registry.ci.openshift.org/stolostron/common-nodejs-parent:nodejs-14,registry.ci.openshift.org/stolostron/common-nodejs-parent
open-cluster-management/insights-metrics,0,2022,1538,43,Organization,Go,172,registry.access.redhat.com/ubi8/ubi-minimal:8.4,registry.access.redhat.com/ubi8/ubi-minimal
open-cluster-management/multiclusterhub-repo,3,2022,1077,21,Organization,Go,60522,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
open-cluster-management/search-api,3,2022,1726,50,Organization,JavaScript,19754,registry.access.redhat.com/ubi8/ubi-minimal,registry.access.redhat.com/ubi8/ubi-minimal
open-cluster-management/search-e2e-test,13,2022,506,18,Organization,JavaScript,37737,cypress/included:8.5.0,cypress/included
open-cluster-management/search-ui,9,2022,1808,53,Organization,TypeScript,2620,registry.access.redhat.com/ubi8/ubi-minimal,registry.access.redhat.com/ubi8/ubi-minimal
open-condo-software/condo,5,2022,2627,45,Organization,JavaScript,30199,base,base
open-contracting/spoonbill-web,2,2021,1029,18,Organization,Python,4249,python:3.8,python
open-data-plan/desktop-template,2,2020,326,12,Organization,TypeScript,39647,nginx,nginx
open-formulieren/open-forms,9,2022,4161,83,Organization,Python,17323,python:3.8-slim-buster,python
open-policy-agent/conftest,11,2022,1663,43,Organization,Go,3716,alpine:3.16.0,alpine
open-policy-agent/gatekeeper,3,2022,994,27,Organization,Go,108452,$BASEIMAGE,$BASEIMAGE
open-policy-agent/opa,1,2022,1190,14,Organization,Go,927238,${BASE},${BASE}
open-rmf/rmf_ros2,7,2021,582,16,Organization,C++,3151,ros:$TAG,ros
open-rmf/rmf_traffic,7,2021,582,16,Organization,C++,2632,ros:$TAG,ros
open-sauced/open-sauced,1,2021,438,18,Organization,JavaScript,90544,nginx:1.21-alpine,nginx
open-traffic-generator/openapiart,3,2021,424,11,Organization,Python,7050,ubuntu:20.04,ubuntu
open-unlight/dawn-ce,0,2021,2716,63,Organization,Ruby,2084,ruby:${RUBY_VERSION}-alpine,ruby
openNAMU/openNAMU,4,2019,351,15,Organization,Python,10528,python:3.6.8-stretch,python
openagua/openagua-api,5,2022,841,16,Organization,Python,14376,python:3.10.4-slim-buster,python
openai/pytorch,7,2021,2930,64,Organization,C++,410511,official,official
opencast/pyCA,8,2022,1611,62,Organization,Python,1443,alpine:3.13,alpine
openchia/api,5,2022,645,16,Organization,Python,513,debian:stable-slim,debian
openchia/pool,5,2022,650,15,Organization,Python,1024,debian:stable-slim,debian
openchia/web,0,2022,653,15,Organization,HTML,17994,caddy:2.4.6-alpine,caddy
openclimatefix/nowcasting_api,4,2022,335,7,Organization,Python,272,python:3.9-slim-buster,python
opencollective/opencollective-frontend,1,2022,787,24,Organization,JavaScript,514110,node:16.16,node
opencollective/opencollective-rest,1,2021,549,19,Organization,JavaScript,44380,node:11.8,node
opendata-mvcr/termit,1,2021,265,8,Organization,Java,2552,openjdk:11-jdk-oracle,openjdk
opendatacube/datacube-ows,6,2022,2907,49,Organization,Python,9587,osgeo/gdal:ubuntu-small-3.5.0,osgeo/gdal
opendialogai/opendialog,13,2022,1668,44,Organization,PHP,12158,php:7.4-fpm,php
openearth/eo-bathymetry,1,2021,601,13,Organization,Jupyter Notebook,21756,jupyter/minimal-notebook:lab-3.1.17,jupyter/minimal-notebook
openebs/mayastor,4,2021,799,10,Organization,Rust,7007,nixos/nix,nixos/nix
openeuler-mirror/ci-bot,4,2021,588,16,Organization,Go,4821,openeuler/openeuler:20.03,openeuler/openeuler
openeuler-mirror/iSulad,27,2022,9068,237,Organization,C,55950,,
openfoodfacts/off-product-environmental-impact,5,2021,197,6,Organization,Jupyter Notebook,96018,scipoptsuite/scipoptsuite:7.0.2,scipoptsuite/scipoptsuite
openfoodfacts/openfoodfacts-server,0,2022,6959,146,Organization,Perl,1955661,runnable,runnable
openfun/marsha,10,2022,3842,58,Organization,Python,34241,base,base
openfun/openedx-ecommerce-docker,8,2020,4256,54,Organization,Shell,62,core,core
openfun/richie,12,2022,3396,50,Organization,Python,24185,core,core
opengenomebrowser/opengenomebrowser,7,2022,1764,36,User,JavaScript,9694,python:3.10-bullseye,python
opengisch/docker-postgis-windows,2,2021,4011,57,Organization,Batchfile,53,mcr.microsoft.com/windows/nanoserver:${WIN_VER},mcr.microsoft.com/windows/nanoserver
opengovsg/askgovsg,3,2021,541,11,Organization,TypeScript,103880,node:16-alpine,node
openhive-network/condenser,1,2021,1242,26,Organization,JavaScript,15405,node:12.22.6-alpine,node
openhive-network/hive,15,2021,4167,67,Organization,C++,59944,builder,builder
openhive-network/psql_tools,5,2021,805,30,Organization,PLpgSQL,11616,phusion/baseimage:focal-1.0.0,phusion/baseimage
openid-certification/conformance-suite,1,2021,657,17,Organization,Java,16961,openjdk:11-jdk-slim,openjdk
openlawteam/tribute-ui,5,2022,482,10,Organization,TypeScript,188366,node:14.18.2-alpine,node
openlibraryenvironment/mod-rs,3,2021,609,7,Organization,Groovy,6430,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
openmc-dev/openmc,19,2022,8354,149,Organization,Python,64106,debian:bullseye-slim,debian
openmsa/python-sdk,9,2019,245,10,Organization,Python,783,jupyter/base-notebook,jupyter/base-notebook
openmultiplayer/web,7,2021,980,20,Organization,TypeScript,47450,golang:latest,golang
opennetworkinglab/onos,6,2020,2539,52,Organization,Java,173840,azul/zulu-openjdk:${TAG},azul/zulu-openjdk
opennode/waldur-homeport,2,2021,986,19,Organization,TypeScript,43974,nginx:stable-alpine,nginx
openoereb/oereb_client,4,2022,1606,39,Organization,JavaScript,21785,registry.gitlab.com/geo-bl-ch/docker/python:alpine-3.14,registry.gitlab.com/geo-bl-ch/docker/python
openraven/magpie,3,2021,189,7,Organization,Java,8547,openjdk:11.0.11-jre,openjdk
opensafely-core/cohort-extractor-v2,0,2022,1272,19,Organization,Python,3804,ghcr.io/opensafely-core/base-docker:latest,ghcr.io/opensafely-core/base-docker
opensafely-core/job-server,0,2021,879,21,Organization,Python,7713,python:3.10-bullseye,python
opensciencegrid/topology,1,2022,1498,31,Organization,Python,12750,opensciencegrid/software-base:3.6-el8-release,opensciencegrid/software-base
openservicemesh/osm,12,2022,319,10,Organization,Go,25150,golang:1.17-alpine,golang
openshift-assisted/assisted-ui,4,2022,879,25,Organization,TypeScript,7456,registry.access.redhat.com/ubi8/nginx-120,registry.access.redhat.com/ubi8/nginx-120
openshift-bot/debug-network,1,2020,632,11,User,None,163,centos:8,centos
openshift/aws-efs-csi-driver-operator,0,2022,566,9,Organization,Go,12460,registry.ci.openshift.org/ocp/4.12:base,registry.ci.openshift.org/ocp/4.12
openshift/baremetal-operator,1,2022,1050,20,Organization,Go,76862,gcr.io/distroless/base:latest,gcr.io/distroless/base
openshift/ci-docs,0,2022,280,6,Organization,TeX,2970,nginxinc/nginx-unprivileged:1.18-alpine,nginxinc/nginx-unprivileged
openshift/cincinnati-graph-data,1,2021,176,5,Organization,Python,2827,registry.access.redhat.com/ubi8/ubi:8.1,registry.access.redhat.com/ubi8/ubi
openshift/cluster-api-provider-gcp,1,2022,1427,18,Organization,Go,72327,gcr.io/distroless/static:latest,gcr.io/distroless/static
openshift/cluster-api-provider-ovirt,1,2022,1156,16,Organization,Go,40331,registry.ci.openshift.org/openshift/origin-v4.0:base,registry.ci.openshift.org/openshift/origin-v4.0
openshift/cluster-cloud-controller-manager-operator,4,2022,775,10,Organization,Go,12605,registry.ci.openshift.org/ocp/4.11:base,registry.ci.openshift.org/ocp/4.11
openshift/cluster-logging-operator,5,2022,3393,60,Organization,Go,102548,registry.redhat.io/ubi8:8.5,registry.redhat.io/ubi8
openshift/cluster-monitoring-operator,0,2022,1046,17,Organization,Go,55027,registry.ci.openshift.org/ocp/4.12:base,registry.ci.openshift.org/ocp/4.12
openshift/cluster-network-operator,0,2022,739,13,Organization,Go,53127,registry.ci.openshift.org/openshift/origin-v4.0:base,registry.ci.openshift.org/openshift/origin-v4.0
openshift/cluster-nfd-operator,0,2022,754,15,Organization,Go,52505,registry.ci.openshift.org/ocp/4.11:base,registry.ci.openshift.org/ocp/4.11
openshift/cluster-openshift-controller-manager-operator,0,2022,586,9,Organization,Go,49645,registry.ci.openshift.org/ocp/4.12:base,registry.ci.openshift.org/ocp/4.12
openshift/cluster-storage-operator,2,2022,883,13,Organization,Go,32169,registry.ci.openshift.org/ocp/4.11:base,registry.ci.openshift.org/ocp/4.11
openshift/console,2,2022,901,15,Organization,TypeScript,192236,openshift/origin-base,openshift/origin-base
openshift/csi-driver-shared-resource,0,2022,400,8,Organization,Go,15564,registry.ci.openshift.org/ocp/4.12:base,registry.ci.openshift.org/ocp/4.12
openshift/doozer,5,2022,2052,36,Organization,Python,4448,rhel7:7-released,rhel7
openshift/elasticsearch-operator,2,2022,2797,43,Organization,Go,60796,registry.ci.openshift.org/ocp/4.8:base,registry.ci.openshift.org/ocp/4.8
openshift/hive,0,2022,2010,27,Organization,Go,93851,quay.io/centos/centos:stream,quay.io/centos/centos
openshift/hypershift,2,2022,1087,21,Organization,Go,35421,quay.io/openshift/origin-base:4.10,quay.io/openshift/origin-base
openshift/ibm-roks-toolkit,1,2022,816,8,Organization,Go,26399,quay.io/openshift/origin-base:latest,quay.io/openshift/origin-base
openshift/local-storage-operator,0,2022,675,12,Organization,Go,21039,registry.ci.openshift.org/ocp/4.11:base,registry.ci.openshift.org/ocp/4.11
openshift/machine-config-operator,1,2022,846,12,Organization,Go,42968,registry.ci.openshift.org/ocp/4.12:base,registry.ci.openshift.org/ocp/4.12
openshift/mdns-publisher,0,2022,538,10,Organization,Go,2560,registry.ci.openshift.org/ocp/4.11:base,registry.ci.openshift.org/ocp/4.11
openshift/oadp-operator,2,2021,949,15,Organization,Go,50575,registry.access.redhat.com/ubi8-minimal,registry.access.redhat.com/ubi8-minimal
openshift/openshift-controller-manager,0,2020,620,9,Organization,Go,66103,registry.svc.ci.openshift.org/openshift/origin-v4.0:base,registry.svc.ci.openshift.org/openshift/origin-v4.0
openshift/openshift-docs,6,2020,193,5,Organization,HTML,673449,centos:8,centos
openshift/ovn-kubernetes,11,2022,3851,58,Organization,Go,40613,registry.ci.openshift.org/ocp/4.12:base,registry.ci.openshift.org/ocp/4.12
openshift/patchmanager,2,2021,202,4,Organization,Go,2640,quay.io/fedora/fedora:34,quay.io/fedora/fedora
openshift/vertical-pod-autoscaler-operator,0,2021,578,10,Organization,Go,18906,registry.ci.openshift.org/openshift/origin-v4.0:base,registry.ci.openshift.org/openshift/origin-v4.0
openshift/whereabouts-cni,8,2021,542,12,Organization,Go,27874,alpine:latest,alpine
openskies-sh/dss,9,2022,1267,24,Organization,Python,16566,alpine:latest,alpine
opensourcepos/opensourcepos,20,2021,1709,30,Organization,PHP,53268,ospos,ospos
opensrp/hapi-fhir-jpaserver-starter,1,2022,1687,27,Organization,Java,1794,gcr.io/distroless/java17:nonroot,gcr.io/distroless/java17
opensrp/web,2,2022,1830,41,Organization,TypeScript,188704,node:16.14.0-alpine,node
openstack-k8s-operators/osp-director-operator,4,2022,2351,40,Organization,Go,37056,$OPERATOR_BASE_IMAGE,$OPERATOR_BASE_IMAGE
openstack/swift,2,2021,3072,60,Organization,Python,64721,,
openstax/cnx-automation,3,2020,416,10,Organization,Python,195671,openstax/selenium-chrome-debug:latest,openstax/selenium-chrome-debug
openstax/cnx-recipes,20,2022,2193,27,Organization,CSS,217942,build-dependencies,build-dependencies
openstax/qualitas-server,8,2021,1230,26,Organization,Python,567,builder,builder
openstax/rex-web,13,2022,3158,93,Organization,TypeScript,67357,utils,utils
openteamsinc/libraries.io,7,2021,626,15,Organization,Ruby,46855,ruby:2.6.5,ruby
opentensor/bittensor,21,2022,1419,26,Organization,Python,223123,nvidia/cuda:11.2.1-base,nvidia/cuda
openthisworld/anciops,0,2021,97,3,User,Dockerfile,15,nginx:alpine,nginx
opentok/opentok-linux-sdk-samples,9,2021,760,27,Organization,C++,36128,debian:buster,debian
openturing/turing,7,2022,1031,24,Organization,Java,169775,adoptopenjdk/openjdk14:jre,adoptopenjdk/openjdk14
openvinotoolkit/cvat,6,2022,5478,130,Organization,Open Policy Agent,158481,ubuntu:20.04,ubuntu
openvinotoolkit/model_server,13,2020,1379,26,Organization,C++,38768,ubuntu:18.04,ubuntu
openvinotoolkit/openvino_notebooks,9,2021,1741,41,Organization,Jupyter Notebook,206065,quay.io/thoth-station/s2i-thoth-ubi8-py38:v0.29.0,quay.io/thoth-station/s2i-thoth-ubi8-py38
openwall/john-packages,8,2022,5701,61,Organization,Shell,1906,ubuntu:20.04,ubuntu
openware/baseapp,3,2021,813,25,Organization,HTML,21876,alpine:3.12,alpine
openware/peatio,6,2021,2167,31,Organization,Ruby,16775,base,base
openwhyd/openwhyd,3,2021,1555,24,Organization,JavaScript,35194,node:16.13.1-slim@sha256:89c35ab13ee6afcb650384b62f6ee270c3921b4930f642cf8947440adfedc3a1,node
openwisp/openwisp-controller,6,2021,857,19,Organization,JavaScript,33254,python:3.7.5-slim-buster,python
openzim/wikihow,2,2021,1004,24,Organization,Python,275,python:3.8-slim,python
operator-framework/operator-lifecycle-manager,5,2022,1222,31,Organization,Go,56695,gcr.io/distroless/static:debug,gcr.io/distroless/static
operator-framework/operator-registry,2,2022,1185,23,Organization,Go,48326,registry.ci.openshift.org/ocp/4.8:base,registry.ci.openshift.org/ocp/4.8
ophferreira/tasks-backend,0,2021,116,4,User,Java,73,tomcat:8.5.50-jdk8-openjdk,tomcat
oprabin/restapi-ip-to-country,1,2021,340,5,User,HTML,39,axonivy/axonivy-engine:8.0,axonivy/axonivy-engine
opticrd/developer-portal-frontend,5,2021,1792,31,Organization,CSS,2519,node:lts-alpine,node
optim22team/optim_22_app,3,2021,1125,10,Organization,Go,31926,golang:1.16.7,golang
optuna/optuna,9,2022,993,23,Organization,Python,15941,python:${PYTHON_VERSION},python
optuuttila/net60-openapi,2,2021,613,12,User,C#,26,mcr.microsoft.com/dotnet/aspnet:6.0,mcr.microsoft.com/dotnet/aspnet
opus-training/comment-on-pr,2,2021,502,10,Organization,Ruby,41,ruby:3-alpine3.13,ruby
oracle-japan/ocitutorials,1,2021,194,7,Organization,HTML,648026,ruby:2.7.5,ruby
oracle/coherence-operator,1,2021,469,11,Organization,Go,212455,scratch,scratch
oracle/oci-designer-toolkit,5,2022,3068,58,Organization,JavaScript,15581,oraclelinux:7-slim,oraclelinux
oracle/opengrok,0,2021,3667,57,Organization,Java,305904,tomcat:10-jdk11,tomcat
oracle/weblogic-kubernetes-operator,1,2022,2862,45,Organization,Java,552081,ghcr.io/oracle/oraclelinux:8-slim,ghcr.io/oracle/oraclelinux
oraichain/cosmwasm-simulate,0,2021,293,7,Organization,Rust,1427,debian:stable-slim,debian
orama254/LinkFree,2,2021,625,17,User,JavaScript,707,node:15,node
orangehrm/orangehrm,8,2021,2440,79,Organization,PHP,54168,php:7.3.15-apache-buster,php
orbisdev/orbisdev-toolchain,7,2021,452,10,Organization,Shell,24,alpine:latest,alpine
orbitalturtle/lnd,4,2022,1872,28,User,Go,65185,alpine,alpine
orderoutofchaos/kry-judge,2,2021,179,7,Organization,Kotlin,160,openjdk:16-jdk-alpine,openjdk
orfanid/ORFanIDFrontend,0,2021,294,10,Organization,HTML,15209,nginx:stable-alpine,nginx
org-formation/org-formation-cli,0,2021,305,6,Organization,TypeScript,35768,,
org-insights/aws-s-3,2,2021,523,9,Organization,Go,1107,grafana/grafana:8.1.3,grafana/grafana
orhun/git-cliff,7,2022,908,24,User,Rust,586,debian:buster-slim,debian
orhun/git-cliff-action,0,2022,581,12,User,Dockerfile,54,orhunp/git-cliff:0.7.0@sha256:98731ce2ea2e44517191799357de9454a23c3927dda3ee3c89e5620bcb3d7be0,orhunp/git-cliff
ori-rando/ui,1,2021,384,16,Organization,Vue,30925,nginx:1.19-alpine,nginx
ori-rando/wotw-server,4,2021,722,23,Organization,Kotlin,834,openjdk:11-slim,openjdk
orijtech/m3,3,2021,72,2,Organization,Go,99736,golang:1.16-stretch,golang
orionprotocol/orion-broker,6,2021,355,12,Organization,HTML,9900,node:14-alpine,node
orlarey/faustdocker,15,2021,1312,19,User,Dockerfile,7,alpine:latest,alpine
orlea/mastodon,26,2021,4483,109,User,Ruby,129217,ubuntu:20.04,ubuntu
ornella-688/doppler-webapp,0,2021,596,14,User,None,27354,nginx:1.21.1-alpine,nginx
orosz-usgs/etl-nwis,1,2019,539,11,User,Java,2193,usgswma/openjdk:debian-stretch-openjdk-11.0.2-89c4dd2d55ba476c77aa8fd5274dcb8a1ef115b7,usgswma/openjdk
orouz/TypeScript,2,2020,252,6,User,None,1714056,node:current,node
orrisroot/docker-cors-anywhere,0,2021,298,9,User,Shell,7,gcr.io/distroless/nodejs-debian11:16,gcr.io/distroless/nodejs-debian11
orso-co/Orso.Arpa.Api,6,2022,1174,30,Organization,C#,4928,mcr.microsoft.com/dotnet/aspnet:5.0-alpine,mcr.microsoft.com/dotnet/aspnet
ortelius/website,3,2021,719,13,Organization,CSS,44113,wernight/alpine-nginx-pagespeed,wernight/alpine-nginx-pagespeed
ory/kratos-selfservice-ui-node,4,2021,494,16,Organization,TypeScript,1412,node:17.0-alpine,node
os-climate/aicoe-osc-demo,4,2022,1290,24,Organization,Jupyter Notebook,37423,quay.io/thoth-station/s2i-elyra-custom-notebook:v0.4.5,quay.io/thoth-station/s2i-elyra-custom-notebook
osakunta/django-sivusto,3,2021,150,8,Organization,Sass,4119,python:3.7,python
osamahkanaan/assignment,1,2021,131,4,User,Java,62,openjdk:8-jdk-alpine,openjdk
osamamagdy/Company-System,0,2021,138,7,User,Handlebars,28,node:12.18.1,node
osamhack2021/web_military-in_osambulgogi,3,2021,321,9,Organization,Vue,780,node:16-alpine3.14,node
osandadileepa/user-data,2,2021,259,9,User,Java,95,amazoncorretto:11-alpine-jdk,amazoncorretto
oschwengers/bakta,9,2022,1697,30,User,Python,29860,alpine:3.12,alpine
osirisguitar/viking-lyrics,8,2021,468,15,User,HTML,25892,crisbal/torch-rnn:base,crisbal/torch-rnn
osism/container-image-ceph-ansible,1,2021,13,1,Organization,Shell,221,,
osism/container-image-kolla-ansible,1,2021,13,1,Organization,Shell,336,,
osism/container-image-osism-ansible,1,2021,13,1,Organization,Shell,248,,
oskardudycz/EventSourcing.NetCore,1,2022,2219,25,User,C#,102198,mcr.microsoft.com/dotnet/aspnet:6.0-alpine,mcr.microsoft.com/dotnet/aspnet
oslabs-beta/Revis,7,2021,620,22,Organization,TypeScript,32095,node:14-alpine,node
oslokommune/okctl,2,2021,576,11,Organization,Go,48614,alpine:3.10.8,alpine
osmaelo/pytorch,7,2021,2930,64,User,C++,337972,official,official
osmaelo/wttr.in,3,2022,1535,54,User,Python,1513,alpine:3,alpine
osmandapp/docs,4,2022,2764,42,Organization,JavaScript,374136,node:14-alpine,node
oss-review-toolkit/ort,5,2022,6765,111,Organization,Kotlin,123942,run,run
ossf/scorecard,0,2022,1017,13,Organization,Go,70413,gcr.io/distroless/base:nonroot@sha256:49d2923f35d66b8402487a7c01bc62a66d8279cd42e89c11b64cdce8d5826c03,gcr.io/distroless/base
osulp/Scholars-Archive,12,2022,3782,50,Organization,Ruby,4337,code,code
osxhu/snipe-it,18,2021,4277,84,User,PHP,117789,ubuntu:focal,ubuntu
otaviocferreira/desafio_maplink,1,2021,111,4,User,Java,85,openjdk:8-jdk-alpine,openjdk
otbr/forgottenserver,2,2022,968,37,Organization,C++,30302,alpine:3.15.0,alpine
otbutz/graphhopper,5,2019,705,14,User,Java,100603,openjdk:8-jdk,openjdk
otienodominic/javascript-functions,1,2019,187,9,User,JavaScript,263,node:12.7-alpine,node
otknoy/mflight-api,0,2022,252,10,User,Go,246,scratch,scratch
ottertune/ot-agent,7,2022,2149,23,Organization,Python,163,python:3.9.9-slim-bullseye,python
ouhaiorg/OpenWrt_x86-r2s-r4s,1,2021,134,3,User,C,52730,scratch,scratch
oumkale/litmus-python,11,2021,1218,29,User,None,644,python:3.8,python
ousleyp/openshift-docs,6,2020,193,5,User,HTML,650885,centos:8,centos
outlandishideas/docker-wordpress,4,2021,878,14,Organization,Dockerfile,32,php:7.2-fpm-alpine3.12,php
outline/outline,1,2022,650,20,Organization,TypeScript,34435,node:16.14.2-alpine3.15,node
outscale-dev/cloud-provider-osc,2,2022,2576,15,Organization,Go,11858,${DISTROLESS_IMAGE},${DISTROLESS_IMAGE}
outscale-dev/osc-bsu-csi-driver,4,2022,1101,12,Organization,Go,12499,golang:1.12.7-stretch,golang
ove/ove,4,2021,218,9,Organization,JavaScript,6233,node:14-alpine,node
ove/ove-apps,7,2021,265,11,Organization,JavaScript,6330,node:14-alpine,node
ovh/cds,7,2022,935,26,Organization,Go,213507,alpine:3.16,alpine
owalid/starter_nuxt_express_mongo,3,2021,667,16,User,JavaScript,927,node:16.12.0-alpine,node
owaspvit/project_tools,15,2021,340,10,Organization,Python,29367,ubuntu:latest,ubuntu
owenvallis/keras-io,7,2021,226,8,User,Jupyter Notebook,146921,python:3.7,python
owinowendy/engineering-education,9,2021,861,28,User,SCSS,1615192,ubuntu:bionic,ubuntu
owlesia/tools,37,2021,1178,22,User,Python,43,ubuntu:18.04,ubuntu
owlscatcher/study,10,2020,390,13,User,Ruby,104,ruby:2.7-buster,ruby
owncast/owncast,4,2022,951,20,Organization,Go,169908,alpine,alpine
owncloud-ops/etherpad,8,2022,2970,54,Organization,Dockerfile,105,amd64/node:16-alpine@sha256:9a2db0008b592cfde1b98aa8972a8051ccb80bb51dde8b06c3a2e3762794e89c,amd64/node
owncloud-ops/onlyoffice,7,2022,7773,135,Organization,Dockerfile,1003,amd64/debian:11-slim@sha256:f52f9aebdd310d504e0995601346735bb14da077c5d014e9f14017dadc915fe5,amd64/debian
owncloud-ops/unifi,7,2022,2455,43,Organization,Dockerfile,42,amd64/alpine:3.16@sha256:9b2a28eb47540823042a2ba401386845089bb7b62a9637d55816132c4c3c36eb,amd64/alpine
owncloud/ocis,2,2022,1193,21,Organization,Go,218666,alpine:3.13,alpine
oxr463/img,8,2020,2185,41,User,Go,36669,base,base
oxyno-zeta/go-gin-api,4,2021,955,15,User,Go,4264,alpine:latest,alpine
oxypomme/GDC-API,0,2021,249,8,User,JavaScript,859,node:lts-alpine,node
oxypomme/LP_DevServer_Project,3,2021,1239,30,User,PHP,1658,php:7.4.24-fpm-alpine,php
oxypomme/pommebot,2,2021,784,17,User,TypeScript,515,node:16.6.0-alpine,node
oybekmuzropov/test,1,2021,141,7,User,Dockerfile,8,golang:1.16-alpine,golang
oyindonesia/external-api-docs,2,2020,520,20,Organization,HTML,21899,ruby:2.6-slim,ruby
oyindonesia/oybayar-docs,2,2020,520,20,Organization,SCSS,79486,ruby:2.6-slim,ruby
p-g-krish/Docker-OSX,17,2022,17781,209,User,Shell,13471,archlinux:base-devel,archlinux
p-g-krish/Espruino,10,2020,1361,13,User,C,221482,python:3,python
p-zombie/freqtrade,12,2022,1106,20,Organization,Jupyter Notebook,13261,freqtradeorg/freqtrade:stable,freqtradeorg/freqtrade
p0dalirius/impacket,8,2021,452,12,User,Python,7806,python:3.8-alpine,python
p0rtL6/BlackCube,4,2021,518,15,User,JavaScript,633,node:16.8-alpine,node
p2pu/learning-circles,5,2021,2111,59,Organization,Python,32065,python:3.9-slim,python
p2pu/p2pu-website,1,2020,130,6,Organization,HTML,217587,ruby:2.7,ruby
pChocz/squash-rest-api,1,2021,181,6,User,Java,1759,eclipse-temurin:17-jdk-alpine,eclipse-temurin
pSub/ia-task-configuration,0,2020,257,6,User,Java,303,hmctspublic.azurecr.io/base/java:openjdk-11-distroless-1.2,hmctspublic.azurecr.io/base/java
pablo-lamtenzan/ft_ping,6,2021,532,13,User,C,111,debian:buster,debian
pablodiguerero/python-pdf-converter,8,2021,337,8,User,Python,13,duruo850/pyppeteer-python3.8.0-ubuntu18.04,duruo850/pyppeteer-python3.8.0-ubuntu18.04
pabloferz/PySAGES,11,2022,308,6,User,Python,6788,ssages/pysages-openmm,ssages/pysages-openmm
pablonajarro/hello-world-jenkins,1,2020,134,3,User,Java,30,tomcat:8-jre8,tomcat
pablooliva/ch.ckl.st-client,3,2021,975,16,User,TypeScript,2207,nginx:1.15,nginx
pablooliva/ch.ckl.st-server,0,2021,93,6,User,TypeScript,924,node:10-alpine,node
pabpereza/.dotfiles,6,2021,182,4,User,Shell,8120,debian,debian
pabpereza/pabpereza,1,2022,204,6,User,JavaScript,26492,nginx:1.20-alpine,nginx
packit/dashboard,1,2022,545,13,Organization,JavaScript,791,quay.io/packit/base,quay.io/packit/base
packit/packit-service-centosmsg,3,2021,571,16,Organization,Python,101,quay.io/packit/base,quay.io/packit/base
pacphi/cf-butler,0,2021,193,4,User,Java,1461,openjdk:11.0.11-jre-slim,openjdk
pact-foundation/docs.pact.io,1,2020,123,6,Organization,HTML,62254,node:lts,node
pact-foundation/pact-ruby-cli,12,2022,1577,50,Organization,Shell,309,alpine:3.15,alpine
pact-foundation/pact_broker,13,2022,1637,41,Organization,Ruby,11155,ruby:2.7.6-alpine3.15,ruby
pact-foundation/pact_broker-client,10,2022,435,12,Organization,Ruby,1142,ruby:3.1-alpine,ruby
padarom/guacamole-common-js,1,2021,2147,19,User,Java,22089,tomcat:${TOMCAT_VERSION}-${TOMCAT_JRE},tomcat
paescuj/directus,3,2021,1499,10,User,TypeScript,362881,node:${NODE_VERSION},node
pafik13/Rocket.Chat,4,2020,686,21,User,JavaScript,90330,node:8.11-slim,node
pagerinc/jackrabbit,1,2022,448,13,Organization,JavaScript,1575,node:14.20-alpine@sha256:06bc5a651beb7db09a66ceb99a1d19275810d5c9dca8fb9e1ad6d69355a2f42e,node
pagopa/io-backend,3,2021,1716,36,Organization,TypeScript,5010,node:10.14.2-alpine,node
pagopa/io-dev-api-server,1,2021,156,6,Organization,TypeScript,13560,node:12.13.0-alpine,node
pagopa/io-functions-app,1,2019,231,6,Organization,TypeScript,1820,mcr.microsoft.com/azure-functions/node:2.0,mcr.microsoft.com/azure-functions/node
pagopa/pagopa-api-config,7,2021,961,17,Organization,Java,5091,adoptopenjdk/openjdk11:alpine-jre,adoptopenjdk/openjdk11
pagopa/pagopa-mock-psp,1,2021,110,4,Organization,HCL,295,openjdk:8-jdk-alpine,openjdk
pahanharsh/mirirbot,4,2021,360,11,User,Python,548,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
palomapiot/early,7,2021,1106,13,User,HTML,12093,python:latest,python
palomapiot/profiler-buddy,5,2021,212,8,User,Python,24481,python:3.7,python
palowashere/crossmatch,16,2021,1153,27,User,C++,31,ubuntu:20.04,ubuntu
