repo_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
0118Add/openwrt_packit,0,2021,182,4,User,Shell,62967,scratch,scratch
01SMD/docs,2,2021,2883,47,User,JavaScript,752521,production,production
03k64/quiche,7,2021,1124,27,User,Rust,17387,martenseemann/quic-network-simulator-endpoint:latest,martenseemann/quic-network-simulator-endpoint
05st/v,2,2021,668,19,User,V,48868,buildpack-deps:buster-curl,buildpack-deps
0Tech/lbm-sdk,9,2022,2405,29,User,Go,109409,alpine:edge,alpine
0d3ng/jti-daspro-binder,7,2021,974,24,User,Jupyter Notebook,6365,openjdk:18-slim,openjdk
0kyn/openverse-frontend,0,2021,579,8,User,JavaScript,198801,node:14-alpine,node
0racl3z/MyEtherWallet,5,2021,286,12,User,Vue,580810,node:10.17.0-stretch,node
0x6f736f646f/Emojidetection,11,2019,535,7,User,CSS,409992,ubuntu,ubuntu
0xERR0R/meterNG,7,2020,928,29,User,TypeScript,1406,alpine,alpine
0xalpharush/slither,8,2020,916,20,User,Python,42582,ubuntu:bionic,ubuntu
0xe7/metasploit-framework,20,2022,3133,70,User,Ruby,726630,ruby:3.0.2-alpine3.12,ruby
0xgregor/axiom,4,2021,408,8,User,Shell,95510,ubuntu:latest,ubuntu
0z09e/Pivot-Lab,4,2021,315,11,User,Shell,3,debian:buster-slim,debian
10up/wp-php-fpm-dev,11,2021,1665,43,Organization,Shell,29,${BASE_IMAGE}:${PHP_VERSION}-ubuntu,${BASE_IMAGE}
1115501230/next-freenom,1,2021,372,13,User,PHP,2479,php:7.4.19-alpine3.13,php
117503445/push,0,2021,405,10,User,Java,106,openjdk:17-alpine,openjdk
123creation/AmeliaRobot,2,2021,1709,64,User,Python,1273,python:3.8.5-slim-buster,python
12ITS3-LF06/tessera-api,1,2021,262,12,Organization,TypeScript,362,node:14-alpine,node
1337joe/jellyfin,9,2022,4353,63,User,C#,53636,app,app
1337plus/beef,2,2021,3131,21,User,JavaScript,22074,ruby:2.6.3-alpine,ruby
1393F/KirieStation,12,2021,2461,61,User,DM,1219748,byond,byond
139bercy/decp-rama,14,2021,817,15,Organization,Shell,1539,python:3.9-slim,python
139bercy/pypel,1,2021,255,8,Organization,Python,504,python:3.8,python
13hannes11/ics-proxy,7,2022,493,13,User,Rust,84,debian:stable-slim,debian
14hhan/django-rest-framework-14th,10,2021,717,11,User,Python,69,python:3.8.3-alpine,python
18F/handbook,1,2020,197,8,Organization,JavaScript,45207,ruby:2.7.0,ruby
18F/join.tts.gsa.gov,4,2020,409,11,Organization,HTML,6163,ruby:2.7,ruby
18F/tock,8,2022,188,6,Organization,Python,18267,python:3.10,python
1SYST/docker-test,7,2020,279,8,User,Dockerfile,13,ubuntu,ubuntu
1c3t3a/Covid-19-analysis,1,2022,170,6,User,Jupyter Notebook,146046,python:3.9,python
1chiSensei/TypeScript,2,2020,252,6,User,TypeScript,1580203,node:current,node
1nf1nateL00p3r/jackhammer,8,2019,898,21,User,Java,66958,ubuntu:18.04,ubuntu
210726-java-react-serverless/get-books-fx,0,2021,205,5,Organization,Java,37,amazon/aws-lambda-java:8.al2,amazon/aws-lambda-java
210823-Enterprise/team-2-project-2,1,2021,184,4,Organization,Java,46,openjdk:8-jdk-alpine,openjdk
23andMe/super-linter,18,2022,20629,283,Organization,Shell,22638,final_slim,final_slim
24HeuresINSA/Overbookd-frontend,1,2021,474,14,Organization,Vue,18760,node:15.3.0-alpine3.10,node
24nitin24/api-security-audit-action,2,2021,436,12,User,TypeScript,1897,node:15-alpine3.11,node
2bon/web3.py,4,2022,295,11,User,Python,23908,python:3.9,python
2factorauth/twofactorauth,5,2022,296,10,Organization,HTML,20484,ruby:2.7-alpine,ruby
2n3g5c9/airbnbot,2,2021,211,8,User,TypeScript,1581,gcr.io/distroless/nodejs,gcr.io/distroless/nodejs
2ndsilencerz/fatalisa-public-api,4,2021,649,17,User,Go,171,alpine:latest,alpine
2uasimojo/cloud-credential-operator,1,2022,1200,13,User,Go,103813,registry.ci.openshift.org/ocp/4.11:base,registry.ci.openshift.org/ocp/4.11
2uasimojo/hive,0,2022,2010,27,User,Go,93105,quay.io/centos/centos:stream,quay.io/centos/centos
31Carlton7/green_square_wizard,0,2021,120,7,User,JavaScript,968,node:14,node
351ELEC/351ELEC,4,2021,959,18,Organization,Makefile,323352,ubuntu:20.04,ubuntu
3594t-deck/data,4,2022,926,22,Organization,TypeScript,48826,chrome,chrome
38/d4-format,0,2021,246,8,User,Rust,2370,debian:buster-slim,debian
3Golds/kubespray,8,2022,1563,27,User,Jinja,18351,ubuntu:focal-20220531,ubuntu
3Golds/netdata,1,2020,29,1,User,C,68303,,
3Ring/BON,6,2022,585,16,User,Python,36422,python:3.8-slim-buster,python
3beca/cep-ui,0,2020,392,9,Organization,TypeScript,3647,nginx:1.16.1,nginx
3beca/mapper,0,2020,161,7,Organization,TypeScript,2096,node:14.1.0-alpine,node
3dcitydb/importer-exporter,0,2022,1636,22,Organization,Java,868439,openjdk:${RUNTIME_IMAGE_TAG},openjdk
3dcitydb/web-feature-service,2,2022,1995,28,Organization,Java,125870,tomcat:${RUNTIME_IMAGE_TAG},tomcat
3dsinteractive/pam-demo-web-javascript,2,2021,90,6,Organization,Vue,11192,node:14.16-alpine3.11,node
3scale-ops/saas-operator,0,2021,806,15,Organization,Go,2569,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
3scale/3scale_toolbox,2,2022,692,18,Organization,Ruby,1435,registry.access.redhat.com/ubi8/ruby-27,registry.access.redhat.com/ubi8/ruby-27
3scale/porta,6,2021,928,24,Organization,Ruby,58094,quay.io/3scale/system-builder:ruby26-nodejs12,quay.io/3scale/system-builder
3xypn0s/qmk_firmware,2,2021,100,4,User,C,198468,qmkfm/qmk_cli,qmkfm/qmk_cli
404-DriverNotFound/backend-b,2,2021,141,8,Organization,TypeScript,1076,node,node
404-DriverNotFound/frontend-b,1,2022,223,9,Organization,TypeScript,1113,node:16,node
442774765/docker.github.io,6,2022,3807,50,User,HTML,644552,nginx:alpine,nginx
4RSIM3R/jti-daspro-binder,8,2021,1026,16,User,Jupyter Notebook,6302,openjdk:18-slim,openjdk
4Science/DSpace,3,2022,3078,32,Organization,Java,215565,tomcat:9-jdk${JDK_VERSION},tomcat
4Science/dspace-angular,3,2021,442,6,Organization,TypeScript,49521,node:14-alpine,node
4brunu/openapi-generator,0,2020,1294,18,User,Java,168468,maven:3.6.3-jdk-11-openj9,maven
4km3/docker-dnsmasq,1,2021,146,5,Organization,Dockerfile,28,alpine:$ALPINE_VERSION,alpine
5-MuhSkuhTeers/StudyApp,2,2021,133,7,Organization,HTML,184,python:3.8,python
501stLegionA3/FiveOhFirstDataCore,0,2021,756,17,Organization,C#,10174,base,base
573462273/acme.sh,7,2021,1553,62,User,Shell,5693,alpine:3.12,alpine
5H4Z/ashteki,0,2022,176,8,User,JavaScript,149336,node:16,node
5ha2s6/metaplex,3,2022,1231,21,User,TypeScript,39041,node:14.17.3-alpine,node
5no0p/django-ticket-scanner,7,2021,596,16,User,Python,96,python:latest,python
5paun/currency-converter,0,2021,223,9,User,JavaScript,1279,nginx:1.19-alpine,nginx
666wcy/ARPT-Bot,99,2021,2137,53,User,Python,934,ubuntu,ubuntu
6gk/supreme-demolition-droid,2,2021,202,5,User,Rust,518,debian:bullseye-slim,debian
71Pantera/semkibardoc,2,2021,846,11,User,Jupyter Notebook,73885,python:3.8-slim-buster,python
73VW/odoo-base-buster-slim,61,2021,2302,53,User,Dockerfile,11,python:2.7.18-slim-buster,python
7alva7/chanify,3,2021,228,8,User,Go,719,alpine:latest,alpine
7saikat7/djangoMiniProject,0,2021,413,5,User,HTML,5274,python:3.8-slim-buster,python
7saikat7/remainder-alert,0,2021,412,5,User,Python,17746,python:3.8-slim-buster,python
7wesley/Cards-Frontend,0,2021,130,8,User,JavaScript,15027,node:16,node
8032/skf-labs,10,2021,682,17,User,Python,59853,codercom/code-server:3.8.0,codercom/code-server
91-PzG/enigma-website,0,2021,107,4,Organization,TypeScript,16315,nginx:1.21.4-alpine,nginx
91jme/trivy,2,2021,141,5,User,None,698095,alpine:3.14,alpine
9600dev/mmr,118,2022,4230,85,User,Python,5607,ubuntu:21.04,ubuntu
97047619/smallwindow21,1,2021,91,4,User,Java,23071,openjdk:11,openjdk
99kg/music.github.io,0,2021,47,2,User,HTML,730,nginx:alpine,nginx
99rgosse/PR_dl_test,4,2021,135,5,User,Python,465,python:3.6-alpine,python
A-Brenner/ReactQuizComponent,1,2021,140,7,User,JavaScript,167,node:9.9-alpine,node
A-CiKe/BilibiliTaskMirror,6,2021,378,9,User,Java,2539,anapsix/alpine-java:8u201b09_jdk_unlimited,anapsix/alpine-java
A-Level-Personal-Code-Collab/PirateGame,4,2021,733,11,Organization,Python,40504,development,development
A-M-U/dotfiles,5,2021,569,15,User,Shell,184,ubuntu:20.04,ubuntu
A1996KASH/Adoro,1,2021,272,8,User,HTML,290,paperspace/first-order-model:0.1.0,paperspace/first-order-model
AAFC-BICoE/natural-history-collection-api,0,2020,243,6,Organization,Java,78926,openjdk:11-jre-slim,openjdk
AAaa1122334455/docs,2,2021,2883,47,User,None,614228,production,production
ABHINETWORK1/SNEHABHI-MUSICS,15,2021,371,11,User,Python,358,python:3.9.7-slim-buster,python
ABKeceX/Fail-Userbot,5,2021,461,8,User,Python,1530,xluxz/geezproject:buster,xluxz/geezproject
ABeltramo/soundbot-gui,6,2021,832,22,User,TypeScript,3336,backend,backend
ACEmulator/ACE,2,2022,1450,32,Organization,C#,31172,mcr.microsoft.com/dotnet/runtime:6.0-bullseye-slim,mcr.microsoft.com/dotnet/runtime
ACINQ/eclair,7,2021,3011,37,Organization,Scala,119930,openjdk:11.0.4-jre-slim,openjdk
ACINQ/phoenix,14,2022,3572,56,Organization,C,25887,ubuntu:21.10,ubuntu
ACY-Labs/acy-dex-interface,1,2021,161,8,Organization,JavaScript,313131,circleci/node:latest-browsers,circleci/node
ACastanza/CellRank.FateMap,73,2021,2238,45,User,Python,16,python:3.8-buster,python
ACastanza/Convert.Alevin,29,2021,1251,26,User,Python,39265,python:3.8-buster,python
ACastanza/ScanpyUtilities,12,2019,739,16,User,None,154189,python:3.6,python
ACastanza/scVelo.ComputeVelocity,57,2022,1741,39,User,Python,24243,python:3.8-buster,python
AD-SDL/adc-rdm-sdk,5,2021,363,12,Organization,Python,314,nginx:alpine,nginx
AD1024/glenside,25,2021,2258,37,User,None,192980,ubuntu:18.04,ubuntu
AERPAW-Platform-Control/portal,10,2021,377,11,Organization,Python,2686,python:3,python
AErmie/kics,0,2021,1465,26,User,None,67581,alpine:3.14.2,alpine
AFKrcher/PSRA,4,2021,763,14,User,JavaScript,62221,registry1.dso.mil/ironbank/opensource/nodejs/nodejs14@sha256:1aa1227b8c3b3adf19280ce88a67ecf696d598ae94c8dbd3253415aa5efb8983,registry1.dso.mil/ironbank/opensource/nodejs/nodejs14@sha256
AFKrcher/probe,4,2021,763,14,User,JavaScript,62221,registry1.dso.mil/ironbank/opensource/nodejs/nodejs14@sha256:1aa1227b8c3b3adf19280ce88a67ecf696d598ae94c8dbd3253415aa5efb8983,registry1.dso.mil/ironbank/opensource/nodejs/nodejs14@sha256
AFLplusplus/AFLplusplus,9,2022,3771,61,Organization,C,30475,ubuntu:22.04,ubuntu
AFLplusplus/LibAFL,3,2022,3541,66,Organization,Rust,12562,rust:bullseye,rust
AIANALI/MuSic,15,2021,344,12,User,Python,245,python:3.9.6-slim-buster,python
AIDI-solar/WebODM,9,2021,1942,25,Organization,JavaScript,109119,ubuntu:21.04,ubuntu
AIM-Harvard/pyradiomics,14,2020,1919,30,Organization,Jupyter Notebook,55754,jupyter/datascience-notebook,jupyter/datascience-notebook
AIcrowd/repo2docker,10,2020,1020,19,Organization,Python,2274,alpine:${ALPINE_VERSION},alpine
ALANSTALIN247/Vijaydevarkonda,2,2021,151,6,User,Python,194,python:3.8-slim-buster,python
AMEST/PeerMeeting,8,2021,1111,24,User,JavaScript,917,mcr.microsoft.com/dotnet/core/aspnet:3.1-buster-slim,mcr.microsoft.com/dotnet/core/aspnet
ANTsX/ANTs,9,2022,1968,53,Organization,C++,23256,ubuntu:bionic-20220427,ubuntu
ANutley/Titan,0,2021,232,9,Organization,Java,475,openjdk:8,openjdk
AOEpeople/meals,4,2022,2239,47,Organization,PHP,5627,php:7.4-fpm-alpine,php
APISuite/apisuite-be,0,2022,219,9,Organization,JavaScript,3882,node:16-alpine,node
APISuite/apisuite-fe,5,2022,591,17,Organization,TypeScript,16942,nginx:1.20.0-alpine,nginx
APOGEA/web-ifc,1,2021,183,9,Organization,None,43513,emscripten/emsdk:2.0.25,emscripten/emsdk
APTrust/pharos,10,2020,3199,39,Organization,Ruby,6391,ruby:2.7.2-alpine3.11,ruby
ARF-SS13/ARFS-6,5,2021,1522,42,Organization,DM,1356868,dm_base,dm_base
ARMmaster17/Mutt,2,2021,236,10,User,Vue,492,nginx,nginx
ARMmaster17/rssmq,1,2022,232,8,User,Go,440,alpine:3.15.0,alpine
ARUP-CAS/aiscr-webamcr,20,2022,1271,30,Organization,Python,3682,ubuntu:focal,ubuntu
AS207960/domains,4,2021,176,9,Organization,Python,1031,python:3.9,python
ASAMI-TAKAOKA/remote-work-space,19,2021,802,18,User,Ruby,34271,ruby:3.0.0,ruby
ASY13/swap-meet,8,2021,763,18,User,Python,34,continuumio/anaconda3:latest,continuumio/anaconda3
ASuhail8/AzureDevopsBasics,1,2020,131,3,User,Java,31,tomcat:latest,tomcat
ATIX-AG/foreman-documentation,3,2021,497,15,Organization,SCSS,9486,fedora:34,fedora
ATLAS-ohtuprojekti/ATLAS,11,2021,811,20,Organization,JavaScript,14155,node:14-slim,node
AU-Health/au-health-backend,1,2021,550,12,Organization,Rust,127,debian:buster-slim,debian
AVEYNT/OverMod,1,2022,223,7,User,Python,943,anasty17/mltb:latest,anasty17/mltb
Aadesh-Baral/OSM-chatbot,7,2021,290,6,Organization,Python,145574,ubuntu:20.04,ubuntu
AaltoSciComp/scicomp-docs,7,2020,268,9,Organization,Python,27111,debian:latest,debian
Aaron-srider/order-system-admin,1,2021,98,3,User,JavaScript,260,nginx,nginx
AaronDewes/LndHub,4,2021,1138,20,User,JavaScript,1276,node:16-bullseye-slim,node
Aaronoooooo/ckman,14,2021,713,18,User,Go,30805,debian:stable-slim,debian
Abathargh/ff-cards-be,0,2021,0,0,User,Go,9,,
Abel-Zambrano/papertoshi,2,2021,1349,22,User,TypeScript,1647,node:alpine,node
Abeous/chat-gui,1,2021,448,22,User,JavaScript,56131,nginx:stable-alpine,nginx
Abhijith-Sudhakaran/VoiceChat_Song_bot,9,2021,271,8,User,Python,12646,python:3.9.6-slim-buster,python
AbhijithGanesh/OpenCiviWiki,17,2021,1383,34,User,Python,29560,python:2.7,python
Abhilash-Ponnachan/simpleauth,1,2021,319,13,User,Go,18,alpine,alpine
Abijithkutty/LuciferMoringstar_Robot,2,2021,152,6,User,Python,207,python:3.8-slim-buster,python
AbirHasan2005/Forward-Client,17,2021,710,30,User,Python,28,ubuntu:20.04,ubuntu
AbnerErnaniADSFatec/wtss-qgis,5,2021,309,9,User,Python,11286,qgis/qgis:release-3_16,qgis/qgis
Abrhm7786/openapi-generator,0,2020,1294,18,User,Java,586318,maven:3.6.3-jdk-11-openj9,maven
Absolutely-Steph/NSV13,5,2022,2562,53,User,DM,1798682,base,base
Abson2/rclone,4,2021,523,15,User,Go,166630,alpine:latest,alpine
Abuton/snowflake-dbt-integration,6,2021,470,9,User,Dockerfile,20,python:3.9.7-slim,python
Acaldow/chicago_taxi,15,2021,382,13,User,Python,7,amazoncorretto:8,amazoncorretto
Aceralon/core,4,2022,545,12,User,Go,4967,alpine:latest,alpine
ActiveLearningStudio/ActiveLearningStudio-API,16,2022,2562,44,Organization,PHP,13295,php:7.3-apache,php
ActiveLearningStudio/ActiveLearningStudio-react-client,7,2022,781,20,Organization,JavaScript,73060,nginx:stable-alpine,nginx
AdExNetwork/adex-validator-stack-rust,5,2020,1309,25,Organization,Rust,16777,ubuntu:20.04,ubuntu
AdamBromiley/netkit-jh-build,4,2021,914,13,User,Shell,3047,debian:bullseye,debian
AdamKorcz/helm-controller,1,2021,840,17,User,None,1387,alpine:3.13,alpine
AdamKorcz/image-reflector-controller,2,2021,1166,18,User,None,662,alpine:3.13,alpine
AdamStan/HiStory_Backend,1,2021,109,4,User,Java,133,openjdk:11-jdk,openjdk
AdamStan/HiStory_Backend_PY,1,2021,172,6,User,Python,92,python:3.7,python
Addono/TekniFront,2,2020,955,17,User,TypeScript,5417,${FILE_HOST_IMAGE},${FILE_HOST_IMAGE}
Addono/container-registry-proxy,7,2020,990,19,User,TypeScript,3453,${NODE_IMAGE}-alpine,${NODE_IMAGE}-alpine
AddressFinder/addressfinder-ruby,6,2022,865,12,Organization,Ruby,113,ruby:2.6,ruby
Adeee11/dnbackend,0,2021,167,9,User,JavaScript,1216,strapi/base:12-alpine,strapi/base
Adeithe/LineStats,2,2021,368,13,User,Go,298,alpine,alpine
Adiii717/appcenter-cli,3,2021,290,11,User,Shell,2,node:alpine,node
AdityaBhattacharya1/library-rest-api,1,2021,110,7,User,JavaScript,651,node:14,node
Adminiuga/home-assistant,1,2022,588,14,User,Python,360776,${BUILD_FROM},${BUILD_FROM}
AdoptOpenJDK/openjdk-api-v3,2,2021,671,11,Organization,Kotlin,40841,adoptopenjdk/openjdk11,adoptopenjdk/openjdk11
Adven27/grpc-wiremock,2,2022,534,15,User,Java,234,gradle:7.4.1-jdk17,gradle
Adventech/sabbath-school-lessons,5,2021,261,8,Organization,None,843179,node:16.13.1,node
AdventurePizza/metaplex,3,2021,1231,21,Organization,None,24261,node:14.17.3-alpine,node
AeonSw4n/backend,8,2021,925,27,User,Go,1145,alpine:latest,alpine
AeonSw4n/identity,2,2021,971,21,User,TypeScript,1215,caddy:2.3.0-alpine,caddy
AestheticIntegration/fix-engine,3,2022,216,5,Organization,OCaml,8364,imandra/imandra-client-switch,imandra/imandra-client-switch
Afraz0Khan/piston-bot,2,2020,87,3,User,Python,198,python:3.8,python
AfricasVoices/Project-EU-PCVE,22,2021,966,23,Organization,Python,290,python:3.7-slim,python
AfricasVoices/Project-SSF-DCF,22,2021,966,23,Organization,Python,353,python:3.7-slim,python
AfricasVoices/Project-SSF-ELECTIONS,22,2021,966,23,Organization,Python,298,python:3.7-slim,python
AfricasVoices/Project-SSF-REC,22,2021,966,23,Organization,Python,254,python:3.7-slim,python
AfricasVoices/Test-Pipeline-Engagement-DB,14,2022,564,13,Organization,Python,1180,python:3.8-slim,python
Afrodille-Charpie/App-Build-1,12,2021,412,13,User,Python,314,ubuntu:20.04,ubuntu
Afrodille-Charpie/App-Run-1,12,2021,412,13,User,Python,783,ubuntu:20.04,ubuntu
AgPipeline/drone-makeflow,12,2022,4782,127,Organization,Python,481,odm_scif,odm_scif
Agares/tremor-runtime,7,2022,2210,43,User,Rust,17472,debian:bullseye-slim,debian
Aghaile/swap-meet,8,2021,763,18,User,Python,34,continuumio/anaconda3:latest,continuumio/anaconda3
Agilefreaks/FreaksCatalog-Web,0,2021,164,7,Organization,JavaScript,2632,nginx:alpine,nginx
AgnesToulet/grafana,12,2022,2866,71,User,TypeScript,473344,alpine:3.15,alpine
AgoraCloud/kube-bot,1,2021,433,16,Organization,TypeScript,811,node:14.17-alpine,node
AgoraCloud/ui,0,2021,198,4,Organization,TypeScript,11056,nginx:stable-alpine,nginx
AgoraSpaceDAO/discord-runner,3,2022,1194,32,Organization,TypeScript,3088,node:17.9.0-alpine3.15,node
AgoraSpaceDAO/telegram-runner,3,2022,1194,32,Organization,TypeScript,1949,node:17.9.0-alpine3.15,node
Aguilar1511/Docker_CRUD_app,1,2021,238,10,User,JavaScript,3531,node:latest,node
Aikay-Egwu/laravel-docker,0,2021,0,0,User,Dockerfile,9,,
Airelax/Airelax.Backend,1,2021,831,15,Organization,C#,6557,base,base
AirenSoft/OvenMediaEngine,10,2022,1966,41,Organization,C++,23624,AS,AS
AirwayCZ/airway-api-client,4,2021,573,16,Organization,PHP,53,php:7.1-cli,php
AitorPo/recipe-app-api,12,2021,588,18,User,Python,68,python:3.7-alpine,python
AizaYosuke/recipe_app_api,7,2021,418,13,User,Python,20,python:3.7-alpine,python
Ajapaik/ajapaik-web,9,2021,1593,32,Organization,Python,73113,python:3.8.10-slim,python
AjeshReddy/webapp,0,2021,134,4,User,Java,1577,tomcat:8-jdk8-openjdk-slim,tomcat
Ajou-WithMe/withMe-BE,0,2021,178,4,Organization,Java,13983,openjdk:11,openjdk
Ajoymaity/SunbirdEd-portal,7,2019,1005,27,User,TypeScript,307337,node:8.11-slim,node
Ajsalemo/AngularUniversalSSR,6,2021,717,20,User,TypeScript,5180,node:14-alpine3.10,node
AkashGit21/ms-template,0,2021,531,13,User,Go,11200,scratch,scratch
AkashiSN/ffmpeg-docker,1,2022,6985,173,User,Shell,159,ubuntu:22.04,ubuntu
AkiyamaKunka/RTConfer-whiteboard,1,2021,575,18,User,JavaScript,48150,node:16.6.1-alpine3.11,node
AkuSilvenius/akusilvenius.fi,8,2021,1670,40,User,JavaScript,3735,scratch,scratch
Al-x-R/next_app,3,2021,192,10,User,TypeScript,986,node:14-alpine,node
Alan-love/V2RayA,9,2021,1051,22,User,Go,16111,v2fly/v2fly-core,v2fly/v2fly-core
AlanMorel/alanmorel.com,0,2021,325,9,User,Vue,205849,base,base
AlanMorel/resaic,0,2021,331,9,User,Vue,4695,base,base
AlanaZUP/orange-talents-08-template-proposta,1,2021,106,4,User,Java,160,openjdk:11,openjdk
Alao-Abiodun/iReporter,0,2021,125,7,User,HTML,168,node:14.17.3-alpine,node
Alarid/bookshelf,0,2021,96,5,User,None,4955,node:16,node
Albatrosicks/quakejs-docker,13,2020,1060,20,User,JavaScript,198083,ubuntu:latest,ubuntu
AlbertoDiezBosonit/CRUDdirectorios,0,2021,127,4,User,Java,37204,openjdk:11,openjdk
AlbertoNasarreCancer/gaddex-test,1,2021,107,4,User,Kotlin,101,openjdk:11-ea,openjdk
Albonycal/whoogle-search,9,2022,2372,70,User,Python,2482,python:3.11.0a5-alpine,python
Alby1010/pipeline,0,2021,73,2,User,Dockerfile,110,php:7.0-apache,php
AlekSIS-org/AlekSIS-Core,5,2022,3800,107,Organization,Python,13918,clean,clean
AlekSi/talos,123,2021,31816,574,User,Go,23152,scratch,scratch
AlekSi/talos-discovery-service,13,2021,3636,61,User,Go,170,scratch,scratch
AleoHQ/aleo-setup,8,2021,583,15,Organization,Rust,10675,debian:buster-slim,debian
AleoHQ/snarkOS,5,2021,2504,61,Organization,Rust,654433,ubuntu:18.04,ubuntu
AletheiaFact/aletheia,3,2022,940,29,Organization,TypeScript,9975,node:14.19.0-alpine,node
Alex-Jr/LogBot,1,2021,686,11,User,TypeScript,677,node:16.10.0-alpine3.14,node
Alex-Zh19/ItrProject,0,2021,140,4,User,Java,1840,openjdk:17-alpine3.13,openjdk
AlexAkulov/clickhouse-backup,2,2021,541,11,User,Go,3089,alpine:3.15,alpine
AlexKhotian/openshist_test_go_app,2,2022,123,6,User,Go,3485,golang:alpine,golang
AlexM-DO/petclinic-demo,4,2021,471,14,User,Java,542,ubuntu:18.04,ubuntu
AlexMenor/que-vemos,9,2020,862,24,User,Python,21311,base,base
AlexRogalskiy/android-patterns,12,2021,5645,115,User,Shell,7509,base,base
AlexRogalskiy/blender-docker,5,2020,1948,29,User,None,111,ubuntu:bionic,ubuntu
AlexRogalskiy/camunda-excamad,1,2021,112,4,User,None,43713,nginxinc/nginx-unprivileged,nginxinc/nginx-unprivileged
AlexRogalskiy/camunda-spring-boot-example,11,2019,2299,42,User,None,2133,openjdk:8-alpine,openjdk
AlexRogalskiy/charts,14,2021,5499,113,User,TypeScript,1044,base,base
AlexRogalskiy/docker-apigee-drupal-kickstart,22,2021,2934,36,User,None,18,drupal:8-apache,drupal
AlexRogalskiy/docker-openssl,2,2019,221,7,User,None,11,alpine:latest,alpine
AlexRogalskiy/github-action-user-contribution,1,2021,1446,28,User,TypeScript,8422,$IMAGE_SOURCE:$IMAGE_TAG,$IMAGE_SOURCE
AlexRogalskiy/javascript-patterns,12,2021,5657,115,User,Shell,10391,base,base
AlexRogalskiy/kotlin-patterns,12,2021,5641,115,User,Shell,7155,base,base
AlexRogalskiy/proverbs,14,2021,5507,113,User,TypeScript,28344,base,base
AlexRogalskiy/quotes,14,2021,5544,114,User,TypeScript,45209,base,base
AlexRogalskiy/scala-patterns,12,2021,5637,115,User,Shell,6000,base,base
AlexRogalskiy/screenshots,14,2021,5502,112,User,TypeScript,1743,base,base
AlexRogalskiy/spark-patterns,12,2021,5637,115,User,Shell,8780,base,base
AlexRogalskiy/vue-app-setup,1,2019,256,7,User,None,13,node:lts-alpine,node
AlexRogalskiy/wotd,14,2021,5502,113,User,TypeScript,1917,base,base
Alexander2305Potosi/credit.person.backend,1,2021,128,5,User,Java,76,adoptopenjdk/openjdk11:alpine-jre,adoptopenjdk/openjdk11
AlexanderBabel/mail-parser,6,2022,1579,24,User,TypeScript,2741,node:16-alpine,node
AlexanderBabel/matrix-headless-client,4,2022,1044,15,User,TypeScript,2386,node:16.15.1-alpine3.14,node
AlexandrKozlovskiy/Catogram,8,2021,1759,26,User,Java,331933,gradle:7.0.2-jdk11,gradle
AlexandraFedotova/Weather,1,2021,204,8,User,Python,34095,python:3.9.7,python
Alexandre-io/mautic_exporter,2,2021,613,18,User,Go,67,golang:1.14.15-alpine3.13,golang
AlexandreBrown/JupyterLabNotebookCuda,1,2021,593,19,User,Dockerfile,2,gpuci/miniconda-cuda:11.1-base-ubuntu20.04,gpuci/miniconda-cuda
Alexandreribeiro1337/intro-to-semgrep,3,2021,1427,33,User,TypeScript,33458,node:12-alpine,node
AlexeyZavarzin/docker-demo,0,2021,253,9,User,Java,378,openjdk:11-jre-slim,openjdk
AlexisAnzieu/h2t-ui,1,2021,176,8,User,Vue,7268,node:lts,node
Alexjsenn/ECE444-F2021-Lab3,6,2021,251,8,User,Python,28225,python:3.9-slim,python
Alexrubiolv/Jenkins-build-agent-Docker,29,2021,6089,89,User,Dockerfile,22,cloudbees/jnlp-slave-with-java-build-tools,cloudbees/jnlp-slave-with-java-build-tools
AlfgeirEyverska/CaesarManagementSystem,1,2021,77,4,User,JavaScript,37,node:latest,node
Alfresco/alfresco-content-app,0,2022,1629,37,Organization,TypeScript,26536,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
Alfresco/alfresco-ng2-components,0,2021,837,21,Organization,TypeScript,432086,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
AliHassani-128/Shop,1,2021,184,7,User,Python,702,python:3,python
AliceO2Group/Bookkeeping,0,2022,1979,29,Organization,JavaScript,30820,productiondependencies,productiondependencies
AlienX456/SoundMonitor-NoiseLevel,7,2021,410,12,User,Python,822,ubuntu:bionic,ubuntu
AliyunContainerService/image-syncer,3,2019,522,12,Organization,Go,2986,alpine:latest,alpine
AllenInstitute/aics-fms-file-explorer-app,5,2021,1410,30,Organization,TypeScript,14764,docker-virtual.artifactory.corp.alleninstitute.org/ubuntu:20.04,docker-virtual.artifactory.corp.alleninstitute.org/ubuntu
AllenInstitute/visual_behavior_analysis,20,2019,8662,48,Organization,Jupyter Notebook,284043,continuumio/anaconda:latest,continuumio/anaconda
AllianceBioversityCIAT/onecgiar-submission-tool,0,2022,239,8,Organization,TypeScript,23845,node:10-alpine,node
Alliera/speech-to-text,2,2021,249,9,Organization,Go,59,golang:1.15,golang
AlmaLinux/albs-frontend,3,2021,347,6,Organization,Vue,766,almalinux:8,almalinux
AlmaLinux/albs-node,9,2022,2735,43,Organization,Python,398,almalinux:8,almalinux
