repo_name,file_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
Wikia/app,Wikia/app/libcomposerphp-amqplibphp-amqplibdockerphpDockerfile,1,2019,359,9,Organization,PHP,890911,php:5.4-cli,php
Wilfred/simpla-vortaro,Wilfred/simpla-vortaro/Dockerfile,1,2019,579,9,User,Python,989,python:2-alpine,python
Xe/tools,Xe/tools/Dockerfile,3,2019,300,13,User,Go,26514,xena/alpine,xena/alpine
Xe/tools,Xe/tools/cmddnsdDockerfile,2,2019,214,8,User,Go,26514,xena/alpine,xena/alpine
a2way-com/laravel-tenant-migrate,a2way-com/laravel-tenant-migrate/Dockerfile,7,2019,469,14,Organization,PHP,32,php:7.3.9-cli-alpine3.10,php
aackerman/lebowski-api,aackerman/lebowski-api/Dockerfile,3,2019,198,7,User,Ruby,282,ruby:2.6.2-alpine3.9,ruby
aasm/aasm,aasm/aasm/Dockerfile,8,2019,981,28,Organization,Ruby,2008,ruby:2.3.4-slim,ruby
abantecart/abantecart-src,abantecart/abantecart-src/dockerDockerfile,15,2019,1594,29,User,PHP,108406,php:7.2-fpm-stretch,php
abyzovlab/CNVnator,abyzovlab/CNVnator/Dockerfile,8,2019,1068,38,Organization,C++,73658,ubuntu:18.04,ubuntu
ai-se/Transfer-Learning,ai-se/Transfer-Learning/Dockerfile,9,2019,479,14,Organization,Python,94998,ubuntu:latest,ubuntu
aikikode/fileshare,aikikode/fileshare/ciDockerfile,3,2019,133,5,User,Python,634,debian:stable,debian
airnotifier/airnotifier,airnotifier/airnotifier/Dockerfile,9,2019,608,17,Organization,Python,801,python:3.6,python
akiko-pusu/redmine_banner,akiko-pusu/redmine_banner/Dockerfile,11,2019,1954,36,User,Ruby,498,ruby:2.5,ruby
alecharp/blog.lecharpentier.org,alecharp/blog.lecharpentier.org/Dockerfile,3,2019,381,10,User,CSS,6113,alpine:3.8,alpine
alexeyu/photo-mate,alexeyu/photo-mate/Dockerfile,4,2019,515,13,User,Java,416,openjdk:11.0.2-jre-stretch,openjdk
alexvicegrab/tangoLyricsDB,alexvicegrab/tangoLyricsDB/dockerappDockerfile,4,2019,1087,11,User,Ruby,7339,ruby:2.5.1-slim,ruby
alexvicegrab/tangoLyricsDB,alexvicegrab/tangoLyricsDB/dockernginxDockerfile,5,2019,826,10,User,Ruby,7339,nginx,nginx
alibaba/canal,alibaba/canal/dockerDockerfile,2,2019,1123,26,Organization,Java,18645,canal/osbase:v2,canal/osbase
alwex/php-database-migration,alwex/php-database-migration/phpdockerphpDockerfile,4,2019,509,9,User,PHP,167,phpdockerio/php73-fpm:latest,phpdockerio/php73-fpm
anchorcms/anchor-cms,anchorcms/anchor-cms/Dockerfile,8,2019,1432,27,Organization,PHP,9183,alpine:3.6,alpine
android/platform_external_protobuf,android/platform_external_protobuf/kokorolinuxdockerfilereleaseruby_rake_compilerDockerfile,1,2019,151,2,Organization,C++,148316,grpctesting/rake-compiler-dock_53c22085d091183c528303791e7771359f699bcf,grpctesting/rake-compiler-dock_53c22085d091183c528303791e7771359f699bcf
android/platform_external_protobuf,android/platform_external_protobuf/kokorolinuxdockerfiletestcsharpDockerfile,7,2019,825,27,Organization,C++,148316,debian:stretch,debian
android/platform_external_protobuf,android/platform_external_protobuf/kokorolinuxdockerfiletestjavascriptDockerfile,9,2019,604,24,Organization,C++,148316,ubuntu:latest,ubuntu
android/platform_external_protobuf,android/platform_external_protobuf/kokorolinuxdockerfiletestrubyDockerfile,11,2019,901,30,Organization,C++,148316,debian:jessie,debian
android/platform_external_protobuf,android/platform_external_protobuf/protoc-artifactsDockerfile,6,2019,2156,44,Organization,C++,148316,centos:6.9,centos
android/platform_external_protobuf,android/platform_external_protobuf/pythonreleasewheelDockerfile,4,2019,148,4,Organization,C++,148316,quay.io/pypa/manylinux1_x86_64,quay.io/pypa/manylinux1_x86_64
apache/airavata,apache/airavata/moduleside-integrationsrcmainresourcesgateway-storageDockerfile,11,2019,688,15,Organization,Java,91568,ubuntu:16.04,ubuntu
apache/airavata,apache/airavata/moduleside-integrationsrcmainresourcespgaDockerfile,2,2019,554,7,Organization,Java,91568,nimmis/apache-php5,nimmis/apache-php5
apache/bookkeeper,apache/bookkeeper/devdockerDockerfile,4,2019,867,3,Organization,Java,64125,maven:3.6.1-jdk-11,maven
apache/bookkeeper,apache/bookkeeper/devreleaseDockerfile,4,2019,888,3,Organization,Java,64125,maven:3.6.1-jdk-8,maven
apache/chukwa,apache/chukwa/analyzerDockerfile,70,2019,4602,68,Organization,Java,49152,centos:7,centos
apache/chukwa,apache/chukwa/dockerDockerfile,38,2019,3372,46,Organization,Java,49152,centos:7,centos
apache/httpcore,apache/httpcore/httpcore5-testingdockerapache-httpdDockerfile,12,2019,1489,14,Organization,Java,18035,httpd:2.4,httpd
apache/httpcore,apache/httpcore/httpcore5-testingdockerhttpbinDockerfile,2,2019,844,2,Organization,Java,18035,kennethreitz/httpbin:latest,kennethreitz/httpbin
apache/knox,apache/knox/gateway-dockersrcmainresourcesdockerDockerfile,3,2019,1633,16,Organization,Java,21531,openjdk:8-jre-alpine,openjdk
apache/logging-log4j2,apache/logging-log4j2/log4j-spring-cloud-configlog4j-spring-cloud-config-sampleslog4j-spring-cloud-config-sample-applicationDockerfile,1,2019,1194,8,Organization,Java,57439,openjdk:11-jdk-slim,openjdk
apache/metamodel,apache/metamodel/elasticsearchrestsrctestresourcesDockerfile,1,2019,203,5,Organization,Java,7220,docker.elastic.co/elasticsearch/elasticsearch:7.3.1,docker.elastic.co/elasticsearch/elasticsearch
apache/oodt,apache/oodt/deploymentdockerDockerfile,6,2019,1629,22,Organization,Java,341217,maven:3.5,maven
apache/oodt,apache/oodt/mvnarchetypesradixsrcmainresourcesarchetype-resourcesresmgrDockerfile,2,2019,764,9,Organization,Java,341217,openjdk:8-jre-alpine,openjdk
apache/oodt,apache/oodt/mvnarchetypesradixsrcmainresourcesarchetype-resourceswebappsfmprodDockerfile,1,2019,366,5,Organization,Java,341217,tomcat:8.0-slim,tomcat
apache/oodt,apache/oodt/mvnarchetypesradixsrcmainresourcesarchetype-resourceswebappsopsuiDockerfile,1,2019,530,9,Organization,Java,341217,tomcat:8.0-slim,tomcat
apache/oodt,apache/oodt/mvnarchetypesradixsrcmainresourcesarchetype-resourceswebappspcs-servicesDockerfile,1,2019,416,7,Organization,Java,341217,tomcat:8.0-slim,tomcat
apache/oodt,apache/oodt/mvnarchetypesradixsrcmainresourcesarchetype-resourceswebappssolr-webappDockerfile,2,2019,357,4,Organization,Java,341217,tomcat:8.0-slim,tomcat
apache/oodt,apache/oodt/mvnarchetypesradixsrcmainresourcesarchetype-resourcesworkflowDockerfile,3,2019,976,11,Organization,Java,341217,openjdk:8-jre-alpine,openjdk
apiaryio/polls-api,apiaryio/polls-api/Dockerfile,3,2019,188,7,Organization,Python,120,python:3.7,python
apurtell/hadoop,apurtell/hadoop/hadoop-yarn-projecthadoop-yarnhadoop-yarn-applicationshadoop-yarn-applications-cataloghadoop-yarn-applications-catalog-dockerDockerfile,4,2019,1515,18,User,Java,363628,centos:7,centos
aquatix/ns-api,aquatix/ns-api/.devcontainerDockerfile,3,2019,2361,18,User,Python,159,python:3,python
arlaneenalra/insomniac,arlaneenalra/insomniac/dockerDockerfile,2,2019,165,4,User,C,633,ubuntu:latest,ubuntu
arukoh/omnistore,arukoh/omnistore/Dockerfile,8,2019,434,10,User,Ruby,54,ruby:alpine,ruby
awesomefoundation/awesomebits,awesomefoundation/awesomebits/Dockerfile,6,2019,234,9,Organization,Ruby,17287,ruby:2.5.5,ruby
ayyi/samplecat,ayyi/samplecat/testdebian-8Dockerfile,6,2019,548,15,User,C,3901,debian:jessie,debian
babelian/ruby_extensions,babelian/ruby_extensions/Dockerfile,3,2019,283,11,User,Ruby,52,ruby:2.5.3-alpine3.8,ruby
balloob/pynetgear,balloob/pynetgear/dockerDockerfile,2,2019,93,3,User,Python,148,python:alpine3.8,python
bbengfort/stacks,bbengfort/stacks/Dockerfile,4,2019,848,22,User,Vue,4228,nginx:stable,nginx
bbxyard/bbxyard,bbxyard/bbxyard/yardtoolkitsdockerdf1stbash-alpine.dockerfile,5,2019,255,5,User,C,32865,reg.qiniu.com/library/alpine,reg.qiniu.com/library/alpine
bbxyard/bbxyard,bbxyard/bbxyard/yardtoolkitsdockerdf1stnode-alpine-dev.dockerfile,5,2019,337,7,User,C,32865,reg.qiniu.com/library/alpine,reg.qiniu.com/library/alpine
bbxyard/bbxyard,bbxyard/bbxyard/yardtoolkitsdockerdf1stnode-ubuntu-dev.dockerfile,10,2019,782,13,User,C,32865,reg.qiniu.com/library/ubuntu:18.04,reg.qiniu.com/library/ubuntu
bbxyard/bbxyard,bbxyard/bbxyard/yardtoolkitsdockerdf1stos-alpine.dockerfile,5,2019,255,5,User,C,32865,reg.qiniu.com/library/alpine,reg.qiniu.com/library/alpine
bbxyard/bbxyard,bbxyard/bbxyard/yardtoolkitsdockerdf1stos-ubuntu.dockerfile,6,2019,389,8,User,C,32865,reg.qiniu.com/library/ubuntu:18.04,reg.qiniu.com/library/ubuntu
bbxyard/bbxyard,bbxyard/bbxyard/yardtoolkitsdockerdf1sttiny-os-dev.dockerfile,6,2019,498,10,User,C,32865,reg.qiniu.com/library/alpine,reg.qiniu.com/library/alpine
bbxyard/bbxyard,bbxyard/bbxyard/yardtoolkitsdockerdfwebhttpd-ubuntu-dev.dockerfile,6,2019,402,9,User,C,32865,reg.qiniu.com/library/ubuntu:18.04,reg.qiniu.com/library/ubuntu
benbai123/JSP_Servlet_Practice,benbai123/JSP_Servlet_Practice/PracticeJAVAJMSRocketMQRocketMQClusterDockerfile,12,2019,1041,13,User,Java,18108,ubuntu:18.04,ubuntu
bernd/fpm-recipes,bernd/fpm-recipes/offlineimapDockerfile,1,2019,323,13,User,Ruby,5537,fpmcookery/ubuntu-16.04:0.35.1,fpmcookery/ubuntu-16.04
bigbluebutton/bigbluebutton,bigbluebutton/bigbluebutton/labsdockerkurentoDockerfile,13,2019,1400,28,Organization,JavaScript,724867,ubuntu:16.04,ubuntu
binarybottle/mindboggle,binarybottle/mindboggle/installDockerfile,16,2019,11624,274,Organization,Python,38660,neurodebian:stretch,neurodebian
binux/pyspider,binux/pyspider/Dockerfile,12,2019,1398,24,User,Python,4171,python:3.6,python
birchb1024/genyris,birchb1024/genyris/dockergenyris-build.dockerfile,7,2019,1362,15,User,Java,19600,debian:9-slim,debian
bird-house/malleefowl,bird-house/malleefowl/Dockerfile,5,2019,982,14,Organization,Python,34036,continuumio/miniconda3,continuumio/miniconda3
bisdn/basebox,bisdn/basebox/dockerstableDockerfile,2,2019,329,10,Organization,C++,3600,fedora:30,fedora
bisdn/basebox,bisdn/basebox/dockertestingDockerfile,2,2019,345,10,Organization,C++,3600,fedora:30,fedora
bjk17/Vefforritun,bjk17/Vefforritun/Dockerfile,6,2019,838,19,User,Python,269,ubuntu:16.04,ubuntu
bleything/plist,bleything/plist/Dockerfile,3,2019,86,5,User,Ruby,205,ruby:2.5.3-alpine3.8,ruby
boosterconf/booster,boosterconf/booster/Dockerfile,5,2019,576,16,Organization,Ruby,23626,ruby:2.5.1,ruby
borevitzlab/Gigavision,borevitzlab/Gigavision/Dockerfile,3,2019,337,15,Organization,Python,8069,alpine:3.7,alpine
boris-arzur/bromine,boris-arzur/bromine/Dockerfile,6,2019,637,19,User,Python,28,arm64v8/debian:stable,arm64v8/debian
bpiwowar/experimaestro,bpiwowar/experimaestro/dockermainDockerfile,3,2019,173,4,Organization,C++,26965,debian:buster,debian
bpiwowar/experimaestro,bpiwowar/experimaestro/dockerremoteDockerfile,3,2019,756,12,Organization,C++,26965,debian:jessie,debian
broadinstitute/viral-ngs,broadinstitute/viral-ngs/Dockerfile,2,2019,2498,28,Organization,Python,67646,quay.io/broadinstitute/viral-baseimage:0.1.15,quay.io/broadinstitute/viral-baseimage
brunoborges/fx2048,brunoborges/fx2048/Dockerfile,3,2019,433,10,User,Java,615,ubuntu:18.04,ubuntu
brynary/minidoc,brynary/minidoc/Dockerfile,4,2019,261,10,Organization,Ruby,149,ruby:2.6-slim,ruby
bugsnag/bugsnag-ruby,bugsnag/bugsnag-ruby/featuresfixturesrails4Dockerfile,1,2019,321,11,Organization,Ruby,2994,ruby:$RUBY_TEST_VERSION,ruby
bugsnag/bugsnag-ruby,bugsnag/bugsnag-ruby/featuresfixturesrails5Dockerfile,1,2019,319,11,Organization,Ruby,2994,ruby:$RUBY_TEST_VERSION,ruby
bugsnag/bugsnag-ruby,bugsnag/bugsnag-ruby/featuresfixturesrails6Dockerfile,10,2019,566,16,Organization,Ruby,2994,ruby:$RUBY_TEST_VERSION,ruby
bytecomoficial/SICOBA,bytecomoficial/SICOBA/Dockerfile,12,2019,1284,42,Organization,Java,13378,openjdk:11-oracle,openjdk
cakephp/bake,cakephp/bake/Dockerfile,8,2019,578,15,Organization,PHP,6242,ubuntu:17.04,ubuntu
cakephp/debug_kit,cakephp/debug_kit/Dockerfile,8,2019,578,15,Organization,PHP,5982,ubuntu:17.04,ubuntu
cakephp/elastic-search,cakephp/elastic-search/Dockerfile,8,2019,578,15,Organization,PHP,940,ubuntu:17.04,ubuntu
cakephp/migrations,cakephp/migrations/Dockerfile,3,2019,634,17,Organization,PHP,1766,ubuntu:17.04,ubuntu
callaa/Drawpile,callaa/Drawpile/pkgdockerDockerfile,4,2019,691,18,Organization,C++,22232,common,common
camdram/camdram,camdram/camdram/Dockerfile,4,2019,619,11,Organization,PHP,18868,php:7.3-cli,php
camptocamp/c2cgeoportal,camptocamp/c2cgeoportal/adminDockerfile,3,2019,534,13,Organization,Python,354491,camptocamp/geomapfish:latest,camptocamp/geomapfish
campusdomar/PuMuKIT2,campusdomar/PuMuKIT2/Dockerfile,4,2019,700,15,Organization,PHP,86417,teltek/pumukit-base,teltek/pumukit-base
campusdomar/PuMuKIT2,campusdomar/PuMuKIT2/docdockerpumukitDockerfile,14,2019,2635,102,Organization,PHP,86417,php:${PHP_VERSION}-fpm-alpine${ALPINE_VERSION},php
camunda/camunda-consulting,camunda/camunda-consulting/snippetscamunda-bpm-kubernetesimagescamunda-bpmDockerfile,1,2019,358,3,Organization,Java,126418,camunda/camunda-bpm-platform:tomcat-7.11.0,camunda/camunda-bpm-platform
camunda/camunda-consulting,camunda/camunda-consulting/snippetscamunda-optimizeclusteringnginx-loadbalancingoptimizeDockerfile,3,2019,665,11,Organization,Java,126418,openjdk:8-jre-slim,openjdk
camunda/camunda-consulting,camunda/camunda-consulting/snippetscamunda-optimizecustom-rest-authenticationoptimizeDockerfile,2,2019,387,13,Organization,Java,126418,openjdk:8,openjdk
camunda/camunda-consulting,camunda/camunda-consulting/snippetscamunda-optimizecustom-rest-authenticationsecure-engineDockerfile,3,2019,97,4,Organization,Java,126418,openjdk:8-alpine,openjdk
camunda/camunda-consulting,camunda/camunda-consulting/snippetscamunda-optimizessooptimize-keycloakkeycloak-authDockerfile,1,2019,212,5,Organization,Java,126418,jboss/keycloak:4.3.0.Final,jboss/keycloak
camunda/camunda-consulting,camunda/camunda-consulting/snippetscamunda-optimizessooptimize-keycloakkeycloak-proxyDockerfile,5,2019,265,6,Organization,Java,126418,jboss/keycloak-proxy:latest,jboss/keycloak-proxy
camunda/camunda-consulting,camunda/camunda-consulting/snippetscamunda-optimizessooptimize-keycloakoptimizeDockerfile,5,2019,876,11,Organization,Java,126418,openjdk:8-jre-slim,openjdk
candlepin/candlepin,candlepin/candlepin/dockergating-test-imagescp-latest-stageDockerfile,3,2019,310,8,Organization,Java,74316,temp_base_candlepin:latest,temp_base_candlepin
candlepin/candlepin,candlepin/candlepin/dockergating-test-imagestemp-cpDockerfile,2,2019,376,6,Organization,Java,74316,temp_base_candlepin:latest,temp_base_candlepin
capn-freako/PyAMI,capn-freako/PyAMI/Dockerfile,6,2019,494,12,User,Python,1165,ubuntu:latest,ubuntu
ccbrown/gggtracker,ccbrown/gggtracker/Dockerfile,5,2019,213,9,User,Go,3402,golang:1.13-alpine,golang
cegeka/puppet-rabbitmq,cegeka/puppet-rabbitmq/Dockerfile,2,2019,480,11,Organization,Ruby,2233,ruby:2.5.3,ruby
cegeka/puppet-yum,cegeka/puppet-yum/Dockerfile,2,2019,480,11,Organization,Ruby,360,ruby:2.5.3,ruby
cellofellow/symphony,cellofellow/symphony/Dockerfile,2,2019,566,13,User,CSS,1837,python:3.7-alpine,python
cern-it-sdc-id/davix,cern-it-sdc-id/davix/dockerDockerfile,2,2019,1138,26,Organization,C++,7594,debian:stretch-slim,debian
chadlung/pywebhooks,chadlung/pywebhooks/dockerpywebhooks-server.Dockerfile,6,2019,158,7,User,Python,142,python:3.6,python
chadlung/pywebhooks,chadlung/pywebhooks/dockerpywebhooks-worker.Dockerfile,6,2019,310,10,User,Python,142,python:3.6-slim,python
chengdh/il_yanzhao_lite,chengdh/il_yanzhao_lite/Dockerfile,8,2019,1408,14,User,Ruby,9479,ruby:1.9.3,ruby
chewiebug/GCViewer,chewiebug/GCViewer/cicdDockerfile,3,2019,55,3,User,Java,6593,ruby:latest,ruby
christofdamian/plus-pull,christofdamian/plus-pull/Dockerfile,5,2019,392,7,User,PHP,135,php:7.3-cli,php
cjlee112/socraticqs2,cjlee112/socraticqs2/DockerDockerfile,12,2019,893,22,User,Python,20752,python:3.7-slim,python
cjlee112/socraticqs2,cjlee112/socraticqs2/DockeroldDockerfile,24,2019,2972,62,User,Python,20752,prod,prod
clearhaus/gateway-api-docs,clearhaus/gateway-api-docs/Dockerfile,12,2019,455,16,Organization,Slim,3873,node:stretch,node
cloudera/hue,cloudera/hue/toolsdockerdocumentationDockerfile,7,2019,692,19,Organization,Python,428523,nginx:1.17-alpine,nginx
cloudera/hue,cloudera/hue/toolsdockernginxDockerfile,2,2019,545,12,Organization,Python,428523,nginx,nginx
cloudfoundry/bosh,cloudfoundry/bosh/cidockerfilesmain-mysqlDockerfile,7,2019,399,6,Organization,Ruby,536049,bosh/integration:${BRANCH},bosh/integration
cmbi/pdb-vis,cmbi/pdb-vis/Dockerfile,5,2019,495,13,Organization,Python,465,python:3.7,python
cmosher01/Apple-II-Disk-Tools,cmosher01/Apple-II-Disk-Tools/Dockerfile,12,2019,491,17,User,C,92,debian:stable-slim,debian
cobbler/cobbler.github.com,cobbler/cobbler.github.com/dockerfilesdevelop.dockerfile,2,2019,106,4,Organization,JavaScript,22934,jekyll/jekyll:latest,jekyll/jekyll
cobbler/cobbler.github.com,cobbler/cobbler.github.com/dockerfilesserve_local.dockerfile,2,2019,102,5,Organization,JavaScript,22934,jekyll/jekyll:latest,jekyll/jekyll
codefordc/ancfinder,codefordc/ancfinder/Dockerfile,6,2019,587,14,Organization,Python,106452,codefordc2/ancfinder-base:1.0,codefordc2/ancfinder-base
codelibs/devenv,codelibs/devenv/mecab-ipadic-neologdDockerfile,1,2019,235,9,Organization,Ruby,550,java:11,java
codelibs/devenv,codelibs/devenv/mecab-unidic-neologdDockerfile,1,2019,309,11,Organization,Ruby,550,java:11,java
codelibs/devenv,codelibs/devenv/mecab-unidicDockerfile,1,2019,272,10,Organization,Ruby,550,java:11,java
coheigea/testcases,coheigea/testcases/apachedockerfedizfediz-helloworldDockerfile,1,2019,809,16,User,Java,3135,tomcat:8.5,tomcat
coheigea/testcases,coheigea/testcases/apachedockerfedizfediz-idpoidcDockerfile,1,2019,1132,19,User,Java,3135,tomcat:8.5,tomcat
coheigea/testcases,coheigea/testcases/apachedockerfedizfediz-idpstsDockerfile,1,2019,491,12,User,Java,3135,tomcat:8.5,tomcat
coheigea/testcases,coheigea/testcases/apachedockerkerbyDockerfile,2,2019,722,19,User,Java,3135,maven:3.6.0-jdk-8-alpine,maven
concerto/concerto-debian,concerto/concerto-debian/dockerbuilder.dockerfile,8,2019,1447,14,Organization,Shell,112421,debian,debian
concerto/concerto-debian,concerto/concerto-debian/dockertest.bionic.dockerfile,2,2019,406,8,Organization,Shell,112421,ubuntu:bionic,ubuntu
concerto/concerto-debian,concerto/concerto-debian/dockertest.buster.dockerfile,2,2019,406,8,Organization,Shell,112421,debian:buster,debian
concerto/concerto-debian,concerto/concerto-debian/dockertest.stretch.dockerfile,2,2019,407,8,Organization,Shell,112421,debian:stretch,debian
concerto/concerto-debian,concerto/concerto-debian/dockertest.xenial.dockerfile,2,2019,406,8,Organization,Shell,112421,ubuntu:xenial,ubuntu
concerto/concerto,concerto/concerto/Dockerfile,12,2019,2905,35,Organization,Ruby,13099,phusion/passenger-ruby25,phusion/passenger-ruby25
conekta/conekta-php,conekta/conekta-php/.dockerphpDockerfile,3,2019,315,10,Organization,PHP,1081,php:7.2-cli-alpine,php
constructions-incongrues/net.musiqueapproximative.www,constructions-incongrues/net.musiqueapproximative.www/Dockerfile,3,2019,1334,17,Organization,CSS,18744,php:5.6.40-cli-alpine,php
coolprop/CoolProp,coolprop/CoolProp/devasanasanworker.Dockerfile,5,2019,266,4,Organization,C++,28262,ubuntu:18.04,ubuntu
copenhagenjs/copenhagenjs.dk,copenhagenjs/copenhagenjs.dk/runsauthDockerfile,1,2019,84,5,Organization,JavaScript,7713,node:12-alpine,node
copenhagenjs/copenhagenjs.dk,copenhagenjs/copenhagenjs.dk/runsfeedDockerfile,3,2019,117,7,Organization,JavaScript,7713,node:12-alpine,node
copenhagenjs/copenhagenjs.dk,copenhagenjs/copenhagenjs.dk/runsgraphqlDockerfile,6,2019,339,10,Organization,JavaScript,7713,node:12-alpine,node
copenhagenjs/copenhagenjs.dk,copenhagenjs/copenhagenjs.dk/webDockerfile,4,2019,173,8,Organization,JavaScript,7713,node:12-alpine,node
crawljax/crawljax,crawljax/crawljax/Dockerfile,18,2019,1832,30,Organization,JavaScript,74293,maven:3.5.2-jdk-8,maven
crdroidandroid/android_build,crdroidandroid/android_build/toolsdockerDockerfile,9,2019,1216,21,Organization,Makefile,75487,ubuntu:14.04,ubuntu
crdroidandroid/android_external_skia,crdroidandroid/android_external_skia/infrabotsassetsmesa_intel_driver_linuxmesa-driver-builderDockerfile,2,2019,1399,13,Organization,C++,282122,debian:9.6,debian
crdroidandroid/android_external_skia,crdroidandroid/android_external_skia/infracross-compiledockercross-linux-arm64Dockerfile,6,2019,377,11,Organization,C++,282122,launcher.gcr.io/google/clang-debian9,launcher.gcr.io/google/clang-debian9
crdroidandroid/android_external_skia,crdroidandroid/android_external_skia/infragccDebian10-x86Dockerfile,2,2019,271,10,Organization,C++,282122,debian:10-slim,debian
crdroidandroid/android_external_skia,crdroidandroid/android_external_skia/infragccDebian10Dockerfile,2,2019,208,8,Organization,C++,282122,debian:10-slim,debian
crdroidandroid/android_external_skia,crdroidandroid/android_external_skia/infrawasm-commondockerkarma-chrome-testsDockerfile,11,2019,1511,19,Organization,C++,282122,node:8.11,node
crs4/pydoop,crs4/pydoop/Dockerfile,2,2019,399,11,Organization,Python,8170,crs4/pydoop-base:${HADOOP_MAJOR_VERSION},crs4/pydoop-base
csound/csound,csound/csound/DockerFilesEmscriptenDockerfile,38,2019,1228,22,Organization,C,99286,ubuntu:latest,ubuntu
csound/csound,csound/csound/DockerFilesandroidDockerfile,40,2019,1051,18,Organization,C,99286,npetrovsky/docker-android-sdk-ndk,npetrovsky/docker-android-sdk-ndk
csound/csound,csound/csound/DockerFileslinuxDockerfile,19,2019,692,12,Organization,C,99286,ubuntu:latest,ubuntu
cu2/KT,cu2/KT/dockerdevDockerfile,4,2019,265,9,User,Python,4857,ubuntu:18.04,ubuntu
cvmfs/cvmfs,cvmfs/cvmfs/duccvendorgithub.comdockerdistributionDockerfile,3,2019,659,18,Organization,C++,193555,alpine,alpine
