repo_name,year,file_size,loc,owner_type,language,size,base_image_full,base_image
otbr/otclient-1.0,2019,1328,45,Organization,C++,24485,ubuntu@sha256:b88f8848e9a1a4e4558ba7cfc4acc5879e1d0e7ac06401409062ad2627e6fb58,ubuntu@sha256
otbr/forgottenserver,2021,985,38,Organization,C++,26111,alpine:3.13.0,alpine
ChunxiAlexLuo/grc-ui,2021,678,20,User,JavaScript,71572,registry.ci.openshift.org/open-cluster-management/common-nodejs-parent:nodejs-14,registry.ci.openshift.org/open-cluster-management/common-nodejs-parent
venkata1978/hello-world,2020,134,3,User,Java,36,tomcat:8-jre8,tomcat
steellsas/MeetingRoomsReservation,2021,129,6,User,Python,92,python:3,python
Murayu0225/covid19-chocolate,2021,218,9,User,Vue,188887,node:14.16.0-alpine,node
Murayu0225/covid19-1,2021,218,9,User,Vue,4511353,node:14.16.0-alpine,node
srb111/python-static-site-generator,2020,249,8,User,Python,100,python:3.7-alpine,python
Persona-Product/clone-backend-graphql,2021,1089,10,User,TypeScript,403,node:14.15.1,node
GaloisInc/daedalus,2021,218,5,Organization,Haskell,22242,haskell:8.8.3,haskell
GaloisInc/csaf,2020,301,9,Organization,Python,84122,ubuntu:18.04,ubuntu
GaloisInc/cryptol,2021,1946,41,Organization,Haskell,72641,debian:buster-20210511-slim,debian
gerwim/nordvpn-proxy,2021,1207,37,User,Shell,63,alpine:3.10.1,alpine
stuartpb/external-dns,2021,1178,14,User,None,58184,$ARCH/alpine:3.14,$ARCH/alpine
biocatiit/musclex,2020,1292,15,Organization,Python,267568,ubuntu:16.04,ubuntu
gsweeh/TorToolkit-Telegram,2021,226,7,User,Python,12808,yashk7/tortoolkitbase,yashk7/tortoolkitbase
caorun728/Rule,,173,6,User,JavaScript,327,alpine:3.10,alpine
kochie/hashtopolis-agent-container,2021,1180,24,User,Dockerfile,11,intelopencl/intel-opencl:ubuntu-20.10-ppa,intelopencl/intel-opencl
Ekanar-Eklectic/brew,2021,1751,54,User,Ruby,55416,ubuntu:"${version}",ubuntu
mojtaba-ab/railsgoat,2021,256,9,User,None,8068,ruby:2.6.5,ruby
Gosdan-Movsesian/Gosdan,2021,406,13,User,Python,41,ubuntu:20.04,ubuntu
kslifer/wordpress-on-gcp-free-tier,2021,1747,21,User,Shell,165063,wordpress:5.8.1-php8.0-apache,wordpress
an280420/solidus-example,2021,811,38,User,Ruby,90,ruby:3.0.2-alpine,ruby
RukmalFernando/appwrite,2021,8643,221,User,JavaScript,134392,php:8.0-cli-alpine,php
trigitaltech/nipige-nodejs_microservice_template,2021,562,16,User,TypeScript,401,node:12.16.1-slim,node
halogenandtoast/ArkhamHorror,2021,2879,63,User,Haskell,84637,ubuntu:18.04,ubuntu
tico24/evohome-grafana,2021,320,10,User,Python,29,python:3-alpine,python
wdtgbot/XrayR,2021,470,12,User,Go,2174,,
wdtgbot/aria-telegram-mirror-bot,2021,108,3,User,TypeScript,4936,ghcr.io/arghyac35/aria-telegram-mirror-bot:master,ghcr.io/arghyac35/aria-telegram-mirror-bot
ONLYOFFICE/build_tools,2021,390,12,Organization,Python,4840,ubuntu:14.04,ubuntu
ind-igo/Hieroglyph,2020,704,17,User,JavaScript,6768,mhart/alpine-node:slim-14,mhart/alpine-node
jaishalmehta/REST-API-starter,2021,85,5,User,JavaScript,64,node:14-alpine,node
mohamedlafiteh/e-commerce-project,2021,235,7,User,JavaScript,259,node:8,node
GOMasterHub/LaylaRobot,,1721,64,,,,python:3.8.5-slim-buster,python
jiaquan1/bazel-buildfarm,2021,641,7,User,Java,31579,ubuntu:18.04,ubuntu
gregorwolf/cap-azure-ad-b2c,2020,597,23,User,JavaScript,3056,ubuntu:20.04,ubuntu
Interacao-Humano-Computador/2021.1-Detran-DF,2021,136,6,Organization,Makefile,19803,python:3.8-slim,python
mehah/otclient,2019,1328,45,User,C++,24544,ubuntu@sha256:b88f8848e9a1a4e4558ba7cfc4acc5879e1d0e7ac06401409062ad2627e6fb58,ubuntu@sha256
VicRen/weather-router,2021,459,16,User,Go,92,debian:stable-slim,debian
SelfKeyFoundation/Identity-Wallet,2018,403,12,Organization,JavaScript,62945,circleci/node:latest-browsers,circleci/node
patrickhoefler/dockerfilegraph,2021,717,12,User,Go,986,ubuntu:focal-20211006@sha256:626ffe58f6e7566e00254b638eb7e0f3b11d4da9675088f4781a50ae288f3322,ubuntu
patrickhoefler/ghtop,2021,972,15,User,Go,350,scratch,scratch
patrickhoefler/cloudbuildgraph,2021,717,12,User,Go,405,ubuntu:focal-20211006@sha256:626ffe58f6e7566e00254b638eb7e0f3b11d4da9675088f4781a50ae288f3322,ubuntu
VNG-Realisatie/api-test-platform-code,2018,1468,52,Organization,Python,6748,alpine:3.7,alpine
filipekiss/ooctechquestbot,2021,144,8,User,TypeScript,284,node:14,node
s4na/rails-6141-ruby-302-selenium-docker-compose-sample,2021,679,13,User,Ruby,148,ruby:3.0.2-slim,ruby
bobryshevs/blog,2021,280,13,User,Python,1929,python:3.9.7-alpine3.14,python
claykaufmann/personal-site,2021,1400,23,User,TypeScript,13349,node:16.13-alpine,node
benbhall/benbhall.github.io,2021,159,5,User,SCSS,18513,jekyll/jekyll,jekyll/jekyll
r-barnes/pytorch,2020,2818,61,User,C++,423852,official,official
josecarlosgonzalezv/Chi,2021,1222,30,User,Pug,360350,node:dubnium-stretch,node
gadget-inc/dateilager,2021,999,21,Organization,Go,465,registry.fedoraproject.org/fedora-minimal:33,registry.fedoraproject.org/fedora-minimal
hhuOS/hhuOS,2018,736,13,Organization,C++,71068,ubuntu:16.04,ubuntu
0xgregor/axiom,2021,408,8,User,Shell,95896,ubuntu:latest,ubuntu
ww-tech/primrose,2020,753,15,Organization,Python,7901,python:3.6-stretch,python
rizvansky/biproductive,2021,506,18,User,Python,4281,python:3.9-slim,python
kyrlian/qmk_firmware,2021,100,4,User,C,182959,qmkfm/qmk_cli,qmkfm/qmk_cli
LaurenceWarne/.emacs.d,2020,177,6,User,Emacs Lisp,1009,silex/emacs:27.1,silex/emacs
keptn-contrib/prometheus-service,2021,2099,25,Organization,Go,750,alpine:3.11,alpine
keptn-contrib/dynatrace-service,2021,1920,22,Organization,Go,3652,alpine:3.14,alpine
Ecalose/awesome-cn,2019,403,12,User,Python,155346,alpine:3.8,alpine
Ecalose/go-gin-api,2021,954,15,User,Go,5115,alpine:latest,alpine
ONLYOFFICE-QA/convert-service-testing,2021,613,19,Organization,Ruby,409,ruby:3.0,ruby
ONLYOFFICE-QA/buguette,2021,292,11,Organization,TypeScript,7114,nginx:1.21.3-alpine,nginx
ONLYOFFICE-QA/x2t-testing,2021,378,15,Organization,Ruby,11308,ruby:3.0,ruby
Mstrodl/impeach,2021,1348,36,User,None,653,debian:buster-slim,debian
trfi/trfi-api-caprover,2021,111,7,User,JavaScript,2641,node:14.15.0,node
alerque/sile,2021,1724,30,User,Lua,47600,docker.io/library/archlinux:base$ARCHTAG,docker.io/library/archlinux
helena-intel/openvino_notebooks,2021,1731,41,User,Jupyter Notebook,214807,quay.io/thoth-station/s2i-thoth-ubi8-py38:v0.29.0,quay.io/thoth-station/s2i-thoth-ubi8-py38
vantough/stevie,2021,773,8,User,Python,9335,theteamultroid/ultroid:main,theteamultroid/ultroid
alfg/opendrinks,2019,260,10,User,Vue,129475,nginx:stable-alpine,nginx
NarHakobyan/awesome-nest-boilerplate,2021,419,17,User,TypeScript,2579,node:lts,node
ambanum/information-manipulation-analyzer,2021,730,19,Organization,TypeScript,11568,node:alpine,node
rccern/jupyterhub,2021,2469,52,User,None,21544,$BASE_IMAGE,$BASE_IMAGE
pollosp/saludos,2019,359,12,User,Ruby,34,scratch,scratch
Seifert69/DikuMUD3,2021,353,9,User,C++,8792,ubuntu:20.10,ubuntu
entando-k8s/entando-component-manager,2021,1213,22,Organization,Java,13046,entando/entando-ubi8-java11-base:6.4.0,entando/entando-ubi8-java11-base
kapursidDataOps/Docker,2021,204,6,User,Python,2,python:alpine3.10,python
railsonluna/laravel,2020,153,7,User,VBA,14146,php:7.4-fpm,php
Tarth/api,2021,131,8,User,JavaScript,13264,node:14.16.1,node
thalida/thalida.com,2021,198,8,User,CSS,180682,python:3.9,python
imissyou13579/v2ray-heroku,2021,205,5,User,Shell,107,alpine:latest,alpine
dev-launchers/site-projects,2021,1292,23,Organization,JavaScript,50438,node:14-alpine,node
dev-launchers/strapi,2021,156,8,Organization,JavaScript,3603,strapi/base,strapi/base
eremid/unifi-cam-proxy,2021,644,14,User,Python,126,python:3.9-alpine,python
topfreegames/maestro,2021,2391,33,Organization,Go,8305,debian:buster-slim,debian
Alfresco/alfresco-ng2-components,2021,838,21,Organization,TypeScript,414072,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
Alfresco/docs-alfresco,2020,1060,39,Organization,HTML,167735,centos:centos7,centos
Alfresco/alfresco-content-app,2021,939,22,Organization,TypeScript,29961,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
binauraldev/integra3-0,,3172,67,,,,debian:buster-slim,debian
binauraldev/demo-integra-odoo14,,3208,69,User,None,18556,debian:buster-slim,debian
binauraldev/country-v14,,3208,69,User,None,16621,debian:buster-slim,debian
binauraldev/integra2.0,,3172,67,,,,debian:buster-slim,debian
aliouneKanouteTerinnova/frontend-client,2021,315,10,User,TypeScript,27094,nginx:latest,nginx
kensanata/face,2021,293,6,User,Perl,129352,perl:latest,perl
BachQuang/simple_bank,2021,502,17,User,Go,102,alpine,alpine
binwiederhier/replbot,2021,146,5,User,Go,6801,docker,docker
WellHelloIvy/capstone-project,2021,596,17,User,Python,48736,python:3.9,python
fcataniae/ml-code-challenge,2021,158,4,User,Java,111,adoptopenjdk/openjdk11:ubi,adoptopenjdk/openjdk11
juntae9926/Places16,2021,409,13,User,Python,456,nvidia/cuda:10.1-cudnn8-devel-ubuntu18.04,nvidia/cuda
ejach/InventoryApplication,2021,502,10,User,Python,356,python:3.8,python
linhabc/mqtt_adapter_nodejs,2021,711,19,User,JavaScript,141,node:14-alpine,node
guillaumevalverde/assignee-to-reviewer-action,2019,625,14,User,Shell,194,debian:9.6-slim,debian
CredoEducation/edx-platform,2020,3211,83,Organization,Python,1559162,studio,studio
TrpFrog/timetable-page,2021,44,2,User,JavaScript,496,nginx,nginx
Kesin11/CIAnalyzer,2021,866,22,User,TypeScript,7256,node:14-alpine,node
danilagarev/metaplex,2021,1231,21,User,TypeScript,22863,node:14.17.3-alpine,node
wiserain/docker-flexget,2021,1725,54,User,Python,94,ghcr.io/linuxserver/baseimage-alpine:${ALPINE_VER},ghcr.io/linuxserver/baseimage-alpine
snehaj12/hello-world-mavericks,2021,144,4,User,Java,119,java:8,java
BaschtianXD/Dwight,2021,304,12,User,TypeScript,2427,node:14-alpine,node
danhphan/bayesian_inferences,2021,476,12,User,Jupyter Notebook,6001,pymc/pymc3:version-3.9.0,pymc/pymc3
faros-ai/airbyte-connectors,2021,691,15,Organization,TypeScript,2230,node:14-alpine,node
RyanEwen/lan-tools,2021,146,5,User,JavaScript,1834,node:16.6.0,node
cfpb/consumerfinance.gov,2021,4932,82,Organization,Python,787402,cfgov-dev,cfgov-dev
cfpb/hmda-frontend,2021,944,24,Organization,JavaScript,230586,nginx:1.20.1-alpine,nginx
piyawat-joe/freetime,2020,823,18,User,JavaScript,4200,nginx:1.17-alpine,nginx
shgandhi/concord-bft,2021,1280,21,User,C++,11498,ubuntu:18.04,ubuntu
MrD-RC/inav,2020,218,8,User,C,259633,ubuntu:focal,ubuntu
breucode/imisu,2021,131,3,User,Kotlin,763,gcr.io/distroless/base-debian11,gcr.io/distroless/base-debian11
slovensko-digital/www.ecosystem,2021,428,10,Organization,HTML,15763,ruby:2.7.2,ruby
slovensko-digital/redflags.slovensko.digital,2021,428,10,Organization,Ruby,1731,ruby:2.7.2,ruby
nickgonzales/MusicBot,2018,701,26,User,Python,143449,alpine:edge,alpine
postalsys/emailengine,2021,281,10,Organization,JavaScript,1758,node:lts-alpine,node
leovanalphen/docker-influxdb-grafana,2021,2385,54,User,Dockerfile,72,debian:stretch-slim,debian
Devscord-Team/Watchman,2020,278,9,Organization,C#,4697,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
yaronschwimmer/test-dockerfile,2020,34,2,User,Dockerfile,97,node:12-slim,node
hiyashikyuri/go_m1_docker,2021,116,5,User,Go,6,golang:1.16,golang
iqbal-lab-org/varifier,2021,1306,35,Organization,Python,329,continuumio/miniconda3:4.9.2,continuumio/miniconda3
memorymapper/memorymap-toolkit,2020,1781,35,Organization,Python,2346,debian:buster-slim,debian
yopinoji/gatsby-starter-emotion-typescript,2021,165,7,User,TypeScript,9625,node:14,node
erickamaral/laravel,2020,153,7,User,None,14090,php:7.4-fpm,php
joselcvarela/directus,2021,1438,8,User,TypeScript,331259,node:${NODE_VERSION},node
zerozez/mockery,2021,277,4,User,Go,991,golang:1.16-alpine,golang
mkanyar/react-fundamentals,2020,96,5,User,JavaScript,2821,node:14,node
eugeneia/snabb,2018,337,10,User,Lua,27501,alpine:3.7,alpine
gradiuscypher/discord_gradiusbot,2021,1666,20,User,Python,20514,python:3.8-bullseye,python
sonickaka/docker-react-app,2021,199,9,User,JavaScript,193,nginx,nginx
csuscholarworks/scholarworks,2020,503,9,Organization,Ruby,6564,registry.gitlab.com/notch8/cal-state-hyrax/base:latest,registry.gitlab.com/notch8/cal-state-hyrax/base
SAURABH-777/code-server,2021,1273,11,User,Shell,14066,codercom/code-server:3.12.0,codercom/code-server
AlexAkulov/clickhouse-backup,2021,511,10,User,Go,3075,alpine:3.12,alpine
urre/wordpress-nginx-docker-compose,2020,827,9,User,CSS,11593,urre/wordpress-nginx-docker-compose-image,urre/wordpress-nginx-docker-compose-image
neethucleetus/azure-devops-kubernetes-terraform,2021,313,9,User,HCL,37,openjdk:8-jdk-alpine,openjdk
pamuditha/spring-sample-auth-service,2021,532,12,User,Java,34,openjdk:alpine,openjdk
cliveverghese/official-images,2020,573,15,User,Shell,18425,oisupport/bashbrew:base,oisupport/bashbrew
dongquan-vu/dongquan-vu.github.io,2016,1101,34,User,HTML,53292,mangar/jekyll:1.0,mangar/jekyll
Mwang413/neural_collaborative_filtering,2018,552,20,User,Python,24420,ubuntu:16.04,ubuntu
gnaponie/freshmaker,2020,2305,41,User,None,7447,fedora:29,fedora
Rayabarapunaresh12/Naresh143,2021,99,4,User,Java,8,openjdk,openjdk
Rayabarapunaresh12/jenkins-docker-example,2021,98,4,User,Java,4,openjdk,openjdk
makslion/integreatly-operator,2021,912,25,User,Go,91845,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
bluckett/qmk_firmware,2021,100,4,User,None,185651,qmkfm/qmk_cli,qmkfm/qmk_cli
oliver-ni/helper-bot,2021,386,11,User,Python,232,python:3.8-slim,python
KMohZaid/Telegram_Vc_Bot,2021,344,12,User,Python,869,python:3.9.6-slim-buster,python
sam-nguyen7/osd-utils-cli,2021,368,9,User,Go,13678,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
ClearlyEnergy/seed-python3,2021,3024,47,User,Python,50640,alpine:3.8,alpine
AmiableAnil/knowledge-platform,2019,791,14,User,None,57112,openjdk:8-jre-alpine,openjdk
imjulioc/artemis-backend,,776,31,User,Python,318,python:3.9.6-slim,python
ReseauEntourage/entourage-ror,2021,2804,40,Organization,Ruby,11301,prod,prod
sitespeedio/browsertime,2021,1519,28,Organization,JavaScript,115873,sitespeedio/webbrowsers:chrome-95.0-firefox-93.0-edge-95.0-dev,sitespeedio/webbrowsers
sitespeedio/sitespeed.io,2021,1545,29,Organization,JavaScript,335206,sitespeedio/webbrowsers:chrome-95.0-firefox-93.0-edge-95.0-dev-2,sitespeedio/webbrowsers
Wwwolfgang/is2_project,2021,129,6,User,Python,19850,python:3,python
AllianceBioversityCIAT/onecgiar-submission-tool,2021,240,8,Organization,TypeScript,16657,node:10-alpine,node
dIzztHreesIxty/Widenthe,2021,205,5,User,Shell,111,alpine:latest,alpine
LCOGT/banzai,2021,1042,18,Organization,Python,17483,continuumio/miniconda3:4.10.3,continuumio/miniconda3
LCOGT/neoexchange,2021,6991,96,Organization,Python,90057,centos:8,centos
LCOGT/banzai-nres,2021,287,8,Organization,Python,21826,docker.lco.global/banzai:1.3.2,docker.lco.global/banzai
LCOGT/floyds_pipeline,2021,1851,43,Organization,Python,9129,python:2.7.16-slim-stretch,python
LCOGT/lcogtsnpipe,2021,2874,62,Organization,Python,4701,python:2.7.18-slim-stretch,python
augmented-finance/augmented-finance-protocol,2021,105,3,Organization,TypeScript,16125,node:14,node
nomunomu0504/covid19,2020,216,9,User,Vue,90275,node:10.19-alpine,node
AndreiTuguiu/conference-app-frontend,2021,776,22,User,JavaScript,387,node:14,node
AndreiTuguiu/conference-app-gql,2021,758,14,User,JavaScript,155,node:14.15-buster,node
m2pub/m2pub.github.io,2021,197,8,User,SCSS,215,ruby:2.6,ruby
ANutley/Titan,2021,232,9,User,Java,421,openjdk:8,openjdk
Abijithkutty/LuciferMoringstar_Robot,2021,152,6,User,Python,207,python:3.8-slim-buster,python
brickhouse-co-jp/covid19-hiropref,2020,216,9,Organization,Vue,840843,node:10.19-alpine,node
rcowsill/docs,2021,2883,47,User,JavaScript,682738,production,production
MonetaToday/moneta-coin,2021,1420,12,User,Go,77540,alpine:edge,alpine
nekketsuuu/alertmanager,2020,713,18,User,None,38143,quay.io/prometheus/busybox-${OS}-${ARCH}:latest,quay.io/prometheus/busybox-${OS}-${ARCH}
ailzhang/taichi,2021,2628,56,User,C++,40573,nvidia/cuda:10.0-devel-ubuntu18.04,nvidia/cuda
lonelyplanet/rizzo-next,2018,187,9,Organization,SCSS,4333,node:10,node
OG-Hunter/seditiontracker.github.io-,2021,481,9,User,TypeScript,915888,jekyll/jekyll,jekyll/jekyll
kdrag0n/pyrobud,2021,1677,53,User,Python,3840,python:3-alpine,python
federico-paolillo/urlman,2021,286,11,User,Python,33,python:3.9.6-alpine,python
dotnet/interactive,2021,3599,62,Organization,C#,82452,jupyter/base-notebook:latest,jupyter/base-notebook
ProzorroUKR/prozorro-auction,2021,375,9,Organization,Python,982,docker-registry.prozorro.gov.ua/docker/images/python:3.8-alpine3.14,docker-registry.prozorro.gov.ua/docker/images/python
algab/api-mydrafts,2021,231,11,User,Java,313,maven:3.8.2-openjdk-11,maven
City-of-Vantaa-SmartLab/CultureEvents,2018,245,12,Organization,JavaScript,7049,node:8.10,node
jmjatlanta/komodo,2018,963,20,User,C++,125727,ubuntu:16.04,ubuntu
keyonghan/cocoon,2021,999,15,User,Dart,8518,debian:stretch,debian
grandnode/grandnode2,2021,1356,26,Organization,C#,76418,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
michaelmass/hellomicro,2021,501,17,User,TypeScript,2170,scratch,scratch
solingjees/HealM,2021,485,10,User,Vue,5987,nginx:stable-alpine,nginx
Veliall/web,2021,339,10,User,Java,73,tomcat:10-jdk16-openjdk-slim,tomcat
lf-edge/eden,2021,422,15,Organization,Go,35899,scratch,scratch
cedric05/dothttp,2021,787,15,User,Python,861,builder,builder
Hard-Coder05/appsmith,,2788,50,User,None,200525,debian:buster,debian
PR0FESS0R-99/LuciferMoringstar_Robot,2021,151,6,User,Python,137,python:3.8-slim-buster,python
karimw786/single-player-tic-tac-toe,2021,244,7,User,PHP,115,existenz/webstack:7.3,existenz/webstack
vadymbarabanov/nestjs-battlefield,2021,139,7,User,TypeScript,377,node:12.13-alpine,node
jenniew/udap-analytic-zoo-examples,2021,9684,249,User,None,10903,oracle-base,oracle-base
eoefelein/Selenium_Scrapy_SQL,2021,149,5,User,HTML,2057,python:3.9-slim,python
SEED-platform/seed,2021,2986,52,Organization,Python,52266,alpine:3.14,alpine
youtochibots/bot,2021,606,16,User,JavaScript,1535,node:14-alpine,node
mapedraza/orion-development-env,2021,5159,85,User,Dockerfile,38965,centos:${IMAGE_TAG},centos
mochimodev/DikuMUD3,2021,353,9,User,None,8275,ubuntu:20.10,ubuntu
SomalianIvan/opentelemetry-ruby,2021,1712,58,User,Ruby,3946,ruby:"${RUBY_VERSION}-alpine${ALPINE_VERSION}",ruby
bludka/pyTMD,2021,10184,285,User,Python,10563,python:3.9-slim-buster,python
jcraigk/kudochest,2021,717,27,User,Ruby,2820,ruby:2.7.4-slim,ruby
waves-exchange/provider-web,2021,356,12,Organization,TypeScript,3218,nginx:1.17-alpine,nginx
waves-exchange/provider-cloud,2021,323,11,Organization,TypeScript,3010,nginx:1.17-alpine,nginx
ansible/awx-operator,2021,384,9,Organization,Jinja,1614,quay.io/operator-framework/ansible-operator:v1.12.0,quay.io/operator-framework/ansible-operator
ansible/galaxy_ng,2021,16,1,Organization,Python,1562,,
jauderho/dnscontrol,2021,583,16,User,Go,15707,alpine,alpine
jauderho/gitea,2021,1423,48,User,Go,215929,alpine:3.13,alpine
jauderho/lego,2021,415,15,User,Go,12451,alpine:3.12,alpine
jauderho/coredns,2021,254,8,User,Go,99528,scratch,scratch
mladkau/shallow-goof,2020,146,6,User,Dockerfile,107,node:10.11,node
atmire/dspace-angular,2020,436,6,Organization,TypeScript,27972,node:12-alpine,node
logdna/terraform-provider-logdna,2021,300,7,Organization,Go,189,golang:1.16-buster,golang
equipe-tgt/lixt-backend,2021,327,9,Organization,Java,985,openjdk:11.0.7-jre-slim,openjdk
JoseRazo/uts,2021,279,10,User,HTML,673194,nginx:stable-alpine,nginx
Loop3D/map2loop-2,2021,1840,26,Organization,Python,17054,continuumio/miniconda3,continuumio/miniconda3
ebtrampe/uml-week05,2021,111,3,User,Java,69,openjdk:8-jre,openjdk
mirosnichenkovladimir/kong-py-plugins,2021,212,8,User,Python,8,kong:2.5.0-ubuntu,kong
ubademy-taller-II-grupo6/backend,2021,136,6,Organization,Python,52,python,python
dreamfactorysoftware/dreamfactory-book-v2,2021,46,2,Organization,CSS,28194,klakegg/hugo:ext-alpine,klakegg/hugo
SubGame-Network/subgame-network,2021,363,17,Organization,Rust,24260,rust:1.50.0,rust
